ctrl_uniprot,group_1,ctrl_half_life,ctrl_log_10_HL,os_uniprot,group_2,os_half_life,ctrl_log_10_HL,os_log_10_HL,rs_uniprot,group_3,rs_half_life,rs_log_10_HL
Q99KI0,ctrl,17.97767353,1.254733489,Q64378,iso,1.740941568,1.254733489,0.240784195,Q925I1,CaNrf2-TG,27.1886397,1.43438748
P15331,ctrl,17.89274841,1.252677055,Q3U1J4,iso,1.743082414,1.252677055,0.241317921,Q8BFR5,CaNrf2-TG,27.09087706,1.432823065
Q8BK30,ctrl,17.86461806,1.251993735,Q8K1E0,iso,1.75276623,1.251993735,0.243723997,Q9CQ92,CaNrf2-TG,27.09087706,1.432823065
Q9CXS4,ctrl,17.85035617,1.251646886,P51150,iso,1.766945708,1.251646886,0.247223205,Q99JR6,CaNrf2-TG,27.05914977,1.432314146
Q9DC69,ctrl,17.81548772,1.250797716,Q9WTX5,iso,1.76914877,1.250797716,0.247764355,Q9ERS2,CaNrf2-TG,26.89848968,1.429727896
Q71LX4,ctrl,17.78782782,1.250122917,P16110,iso,1.771355069,1.250122917,0.248305624,Q9CQZ5,CaNrf2-TG,26.83496634,1.428701055
Q8CAK1,ctrl,17.76685456,1.249610547,Q9D024,iso,1.771355069,1.249610547,0.248305624,Q9D6J6,CaNrf2-TG,26.83496634,1.428701055
Q9CQZ5,ctrl,17.76662687,1.249604981,Q00897,iso,1.776899522,1.249604981,0.24966287,Q9CXJ4,CaNrf2-TG,26.80279883,1.428180147
P97450,ctrl,17.75979863,1.249438037,Q60960,iso,1.779125207,1.249438037,0.250206513,Q60931,CaNrf2-TG,26.67746293,1.426144525
P00405,ctrl,17.73911837,1.248932032,Q921U8,iso,1.782478792,1.248932032,0.251024371,Q9ERD7,CaNrf2-TG,26.64618385,1.42563502
Q9JHW2,ctrl,17.72505608,1.248587618,Q9ET01,iso,1.782478792,1.248587618,0.251024371,Q8R0Y8,CaNrf2-TG,26.61497804,1.425126112
Q71RI9,ctrl,17.69767606,1.247916241,P06683,iso,1.784718485,1.247916241,0.251569722,Q8BGX2,CaNrf2-TG,26.41365675,1.42182853
P08228,ctrl,17.64271993,1.24656554,Q9CQP0,iso,1.786963813,1.24656554,0.252115758,P41216,CaNrf2-TG,26.39856726,1.421580357
Q99JR6,ctrl,17.58788091,1.245213516,P51125,iso,1.789217108,1.245213516,0.252663042,Q8CHQ9,CaNrf2-TG,26.39856726,1.421580357
Q3UN90,ctrl,17.56092272,1.244547332,Q8BY87,iso,1.800564682,1.244547332,0.255408727,O35855,CaNrf2-TG,26.15551038,1.417563199
P35505,ctrl,17.54048082,1.244041494,Q02819,iso,1.805143647,1.244041494,0.256511767,Q8K3J1,CaNrf2-TG,26.09544389,1.416564689
P59017,ctrl,17.49973947,1.243031583,Q921I1,iso,1.805143647,1.243031583,0.256511767,Q9ESW4,CaNrf2-TG,26.03467475,1.415552156
Q9CZL5,ctrl,17.49311479,1.242867146,A3KFX0,iso,1.805145997,1.242867146,0.256512333,Q9CR61,CaNrf2-TG,25.93094707,1.413818379
Q8QZT1,ctrl,17.40613682,1.240702393,Q9D8B3,iso,1.805145997,1.240702393,0.256512333,Q8BFP9,CaNrf2-TG,25.9164039,1.41357474
Q5IRJ6,ctrl,17.39914606,1.240527934,Q58A65,iso,1.820189256,1.240527934,0.260116546,Q9CR68,CaNrf2-TG,25.68162951,1.409622576
P48678,ctrl,17.37254519,1.23986345,Q3THG9,iso,1.82369719,1.23986345,0.260952729,Q9JHI5,CaNrf2-TG,25.50867334,1.406687872
Q8BFR5,ctrl,17.33301277,1.238874057,Q924C5,iso,1.828394719,1.238874057,0.262069958,Q91VM9,CaNrf2-TG,25.22553245,1.401840342
Q91VD9,ctrl,17.33301277,1.238874057,Q8BGQ7,iso,1.842633637,1.238874057,0.265438995,Q8VD26,CaNrf2-TG,25.22553245,1.401840342
Q0II04,ctrl,17.28029469,1.237551144,O70373,iso,1.85709856,1.237551144,0.268834953,Q924X2,CaNrf2-TG,25.16965687,1.400877295
Q9CZS1,ctrl,17.28029469,1.237551144,Q8WTY4,iso,1.85709856,1.237551144,0.268834953,Q8R0F8,CaNrf2-TG,25.16965687,1.400877295
Q9Z2I9,ctrl,17.24075168,1.236556197,Q91WK2,iso,1.860747847,1.236556197,0.269687525,Q8K4F5,CaNrf2-TG,25.00350554,1.398000902
Q9DCT2,ctrl,17.22768223,1.236226852,Q00623,iso,1.861969966,1.236226852,0.269972672,Q8BH86,CaNrf2-TG,24.94860816,1.397046322
O55126,ctrl,17.20181612,1.235574301,P17047,iso,1.866866997,1.235574301,0.271113378,P97807,CaNrf2-TG,24.92124977,1.396569818
Q9DCZ4,ctrl,17.20160267,1.235568912,Q61838,iso,1.871787327,1.235568912,0.272256503,Q6P8J7,CaNrf2-TG,24.89395132,1.396093836
P52430,ctrl,17.09785843,1.232941717,Q8VHE0,iso,1.886715446,1.232941717,0.275706405,P99029,CaNrf2-TG,24.89395132,1.396093836
Q8BH86,ctrl,17.07217016,1.232288731,Q9WTQ5,iso,1.890484755,1.232288731,0.276573179,Q9CQX8,CaNrf2-TG,24.89395132,1.396093836
Q91V12,ctrl,17.0210245,1.230985697,Q9ERB0,iso,1.914707746,1.230985697,0.282102494,Q8K1Z0,CaNrf2-TG,24.67769797,1.392304645
Q8K3J1,ctrl,16.99556641,1.230335643,Q3UHZ5,iso,1.917297601,1.230335643,0.282689529,Q3TBW2,CaNrf2-TG,24.65049186,1.391825589
Q9CQX8,ctrl,16.94487803,1.229038447,Q9CZU4,iso,1.919889154,1.229038447,0.283276155,Q99J47,CaNrf2-TG,24.65049186,1.391825589
Q99J39,ctrl,16.91964705,1.228391299,P26231,iso,1.922487722,1.228391299,0.283863575,Q8K2Y7,CaNrf2-TG,24.58404613,1.390653362
Q91WK5,ctrl,16.86940983,1.227099889,Q8CGY6,iso,1.925096007,1.227099889,0.284452393,Q91ZA3,CaNrf2-TG,24.57097414,1.390422375
P47791,ctrl,16.82559425,1.225970412,Q9D832,iso,1.930331179,1.225970412,0.285631826,P61514,CaNrf2-TG,24.57053865,1.390414677
Q9CPP6,ctrl,16.78850923,1.225012134,Q9EQW7,iso,1.9382389,1.225012134,0.287407305,Q8JZN5,CaNrf2-TG,24.41174828,1.387598883
P53395,ctrl,16.65898819,1.22164862,Q3B7Z2,iso,1.948882036,1.22164862,0.289785553,Q91VD9,CaNrf2-TG,24.20375657,1.383882776
Q8K2C6,ctrl,16.65898819,1.22164862,P19324,iso,1.958291818,1.22164862,0.291877409,Q8BMS4,CaNrf2-TG,24.20375657,1.383882776
Q9D0L4,ctrl,16.64698546,1.2213356,Q60715,iso,1.965070508,1.2213356,0.293378138,Q8K2C6,CaNrf2-TG,24.20375657,1.383882776
Q924D0,ctrl,16.58623803,1.219747894,Q9Z1X4,iso,1.967792908,1.219747894,0.293979391,Q8CCM6,CaNrf2-TG,24.10108416,1.382036579
O35855,ctrl,16.45414187,1.216275238,Q5SVR0,iso,1.9732604,1.216275238,0.2951844,P63323,CaNrf2-TG,24.05007392,1.381116416
Q7TMF3,ctrl,16.43035012,1.215646818,Q8CFY5,iso,1.978764008,1.215646818,0.296394002,Q8R1I1,CaNrf2-TG,23.99927916,1.380198197
Q91WD5,ctrl,16.43035012,1.215646818,Q8VD62,iso,1.992649692,1.215646818,0.299430956,Q91WD5,CaNrf2-TG,23.97437675,1.379747326
Q9D7J9,ctrl,16.38277882,1.214387568,Q9Z1F9,iso,1.992649692,1.214387568,0.299430956,Q99LC3,CaNrf2-TG,23.79822772,1.376544616
Q91YP0,ctrl,16.38258522,1.214382436,O89020,iso,1.992652556,1.214382436,0.299431581,P52825,CaNrf2-TG,23.7733329,1.376090072
Q99LC3,ctrl,16.38258522,1.214382436,Q3THE2,iso,1.998262142,1.214382436,0.300652461,Q9EQ20,CaNrf2-TG,23.7484901,1.375636003
Q9D6U8,ctrl,16.32394095,1.212825015,Q99M04,iso,2.012426726,1.212825015,0.303720076,P68372,CaNrf2-TG,23.69895995,1.374729287
P63030,ctrl,16.31203211,1.212508068,Q8BK63,iso,2.015284945,1.212508068,0.304336461,P58281,CaNrf2-TG,23.60051687,1.372921515
Q9D6J6,ctrl,16.30627601,1.212354789,P99026,iso,2.021019919,1.212354789,0.305570594,Q8CI78,CaNrf2-TG,23.52682033,1.371563236
P42669,ctrl,16.20733455,1.209711597,Q9D1H7,iso,2.021019919,1.209711597,0.305570594,Q9DCT2,CaNrf2-TG,23.45437622,1.370223887
Q9Z2I0,ctrl,16.1957844,1.209401987,Q61081,iso,2.031867398,1.209401987,0.307895362,Q9JLZ3,CaNrf2-TG,23.42979923,1.369768567
Q9D172,ctrl,16.17273339,1.208783427,Q6ZWR6,iso,2.042834961,1.208783427,0.310233282,Q8R164,CaNrf2-TG,23.38198251,1.368881331
P52825,ctrl,16.05845567,1.205703777,Q9JHS4,iso,2.056892854,1.205703777,0.313211669,Q9ESD7,CaNrf2-TG,23.22645781,1.365982982
Q5SWT3,ctrl,16.03579365,1.205090459,Q9DBR7,iso,2.062121781,1.205090459,0.314314309,Q61739,CaNrf2-TG,23.21478935,1.365764747
Q923D2,ctrl,15.96818975,1.203255685,Q01279,iso,2.065119935,1.203255685,0.314945279,Q99JB2,CaNrf2-TG,23.19109961,1.365321341
Q9D8B4,ctrl,15.9457816,1.202645812,P35293,iso,2.06813299,1.202645812,0.315578462,P62281,CaNrf2-TG,23.12031957,1.363993833
Q3TC72,ctrl,15.84553723,1.199906968,Q6PD31,iso,2.06813299,1.199906968,0.315578462,Q9CQL5,CaNrf2-TG,23.12031957,1.363993833
P99029,ctrl,15.83467768,1.199609227,Q8BT60,iso,2.071148662,1.199609227,0.316211273,Q3ULD5,CaNrf2-TG,23.06108995,1.36287983
Q3ULD5,ctrl,15.81264242,1.19900445,P18826,iso,2.074173142,1.19900445,0.316845006,Q9WTP7,CaNrf2-TG,22.97966683,1.361343728
Q9D7X8,ctrl,15.79066841,1.198400514,P63005,iso,2.076450415,1.198400514,0.317321565,Q9DCZ4,CaNrf2-TG,22.95645428,1.36090481
Q9EQ20,ctrl,15.77952468,1.198093917,A6H8H2,iso,2.080254921,1.198093917,0.318116558,Q8VIJ6,CaNrf2-TG,22.9329092,1.360459152
Q9DCM2,ctrl,15.72475455,1.196583875,Q8BX02,iso,2.08177938,1.196583875,0.318434703,Q9DCN2,CaNrf2-TG,22.91016958,1.360028304
Q8R4N0,ctrl,15.64913599,1.194490365,P22892,iso,2.083306074,1.194490365,0.31875308,Q8CGK3,CaNrf2-TG,22.90979097,1.360021127
Q791V5,ctrl,15.53131777,1.191208305,Q5SW19,iso,2.086366191,1.191208305,0.319390536,Q9D172,CaNrf2-TG,22.70380546,1.356098657
P00416,ctrl,15.44686517,1.188840356,Q920E5,iso,2.086366191,1.188840356,0.319390536,Q9CPX8,CaNrf2-TG,22.61380946,1.354373728
Q9WUR9,ctrl,15.44686517,1.188840356,Q9CX34,iso,2.098709796,1.188840356,0.32195239,Q3TL44,CaNrf2-TG,22.61344058,1.354366644
P45377,ctrl,15.43637312,1.188545268,Q8K157,iso,2.108054161,1.188545268,0.323881765,Q9D8Y1,CaNrf2-TG,22.54613758,1.353072153
Q8BMS4,ctrl,15.36332603,1.186485247,Q9CU62,iso,2.108054161,1.186485247,0.323881765,O35658,CaNrf2-TG,22.52379218,1.352641512
Q64433,ctrl,15.3373202,1.185749485,Q8BHG1,iso,2.117488576,1.185749485,0.325821076,Q9JJL8,CaNrf2-TG,22.50149103,1.352211297
Q9CZ42,ctrl,15.30109338,1.184722466,Q61655,iso,2.118281288,1.184722466,0.32598363,Q9CR76,CaNrf2-TG,22.41272632,1.350494688
Q9QZQ8,ctrl,15.29079836,1.184430161,P61082,iso,2.119071355,1.184430161,0.326145581,Q60675,CaNrf2-TG,22.39064446,1.350066594
Q9WTR5,ctrl,15.24472553,1.18311961,Q8BVE3,iso,2.123827411,1.18311961,0.327119222,Q7TMF3,CaNrf2-TG,22.34661102,1.349211669
Q99MR8,ctrl,15.23969792,1.182976359,Q9QXZ0,iso,2.123827411,1.182976359,0.327119222,Q05920,CaNrf2-TG,22.30275043,1.348358425
Q9D1R9,ctrl,15.19892952,1.181813001,Q921N7,iso,2.127007818,1.181813001,0.327769086,Q8K4G5,CaNrf2-TG,22.30275043,1.348358425
Q9WVL0,ctrl,15.19892952,1.181813001,A2A8U2,iso,2.136613033,1.181813001,0.329725873,Q9CXS4,CaNrf2-TG,22.17219565,1.345808702
P41216,ctrl,15.08776867,1.178625017,P13020,iso,2.136613033,1.178625017,0.329725873,Q8C5H8,CaNrf2-TG,22.10748977,1.344539433
Q9ES82,ctrl,15.05761477,1.177756182,P60335,iso,2.139831877,1.177756182,0.330379653,Q8VHE0,CaNrf2-TG,22.10713723,1.344532507
Q9D1I5,ctrl,15.01781347,1.176606706,P10605,iso,2.141448246,1.176606706,0.330707583,O88441,CaNrf2-TG,22.08600499,1.344117166
P26443,ctrl,15.007896,1.176319811,P46938,iso,2.143060434,1.176319811,0.331034418,Q9CRB8,CaNrf2-TG,21.95762036,1.341585272
Q8K2Y7,ctrl,14.99799162,1.176033107,Q70KF4,iso,2.147928233,1.176033107,0.332019767,Q8R127,CaNrf2-TG,21.89415902,1.340328268
P97478,ctrl,14.93883878,1.17431684,Q05512,iso,2.161006574,1.17431684,0.334656088,Q8VDP6,CaNrf2-TG,21.83140726,1.339081731
P56501,ctrl,14.84128084,1.171471383,Q11136,iso,2.165127547,1.171471383,0.335483486,Q8BMF3,CaNrf2-TG,21.62300913,1.334916132
P10493,ctrl,14.84112196,1.171466734,Q6WVG3,iso,2.165949567,1.171466734,0.33564834,O88322,CaNrf2-TG,21.62300913,1.334916132
P11404,ctrl,14.82192196,1.170904522,Q9CY58,iso,2.165949567,1.170904522,0.33564834,P26443,CaNrf2-TG,21.60245526,1.334503114
Q9CXZ1,ctrl,14.82192196,1.170904522,Q9DC77,iso,2.16760565,1.170904522,0.335980274,Q5IRJ6,CaNrf2-TG,21.45999723,1.331629662
O35658,ctrl,14.80735683,1.170477542,Q811U4,iso,2.167609039,1.170477542,0.335980953,P62270,CaNrf2-TG,21.45966503,1.331622939
Q8K2B3,ctrl,14.78335531,1.169773015,Q9EPL8,iso,2.169264267,1.169773015,0.336312462,P99028,CaNrf2-TG,21.37891495,1.32998566
Q60759,ctrl,14.77374499,1.169490598,P30999,iso,2.175080938,1.169490598,0.337475422,Q8C3X4,CaNrf2-TG,21.18938556,1.326118363
Q8CC86,ctrl,14.76414715,1.169208365,Q06138,iso,2.179255817,1.169208365,0.338308214,P30115,CaNrf2-TG,21.17967368,1.325919265
P50247,ctrl,14.72588019,1.168081263,Q60631,iso,2.184282745,1.168081263,0.339308855,P45952,CaNrf2-TG,21.10101314,1.324303308
P17095,ctrl,14.7161882,1.167795333,Q6IRU2,iso,2.18638415,1.167795333,0.33972647,P37804,CaNrf2-TG,20.964437,1.321483204
Q99N92,ctrl,14.66885024,1.166396075,P05125,iso,2.189332918,1.166396075,0.340311807,Q9CRA7,CaNrf2-TG,20.90689451,1.320289528
Q9JHI5,ctrl,14.66885024,1.166396075,Q8K310,iso,2.189336376,1.166396075,0.340312493,Q505D7,CaNrf2-TG,20.86849859,1.319491204
Q3V384,ctrl,14.6499383,1.165835796,P01029,iso,2.207207983,1.165835796,0.343843258,Q64669,CaNrf2-TG,20.79212828,1.317898946
Q5F285,ctrl,14.6499383,1.165835796,O89079,iso,2.213226667,1.165835796,0.345025894,Q9D7B6,CaNrf2-TG,20.75415236,1.317105001
P16546,ctrl,14.64978348,1.165831206,Q8BMG7,iso,2.213226667,1.165831206,0.345025894,Q9DC07,CaNrf2-TG,20.75415236,1.317105001
Q6P3A8,ctrl,14.62150742,1.164992149,Q9JLI6,iso,2.213226667,1.164992149,0.345025894,O70250,CaNrf2-TG,20.73490624,1.316702076
Q62425,ctrl,14.61195229,1.164708245,P39447,iso,2.221889072,1.164708245,0.346722373,Q9D2N4,CaNrf2-TG,20.67799829,1.315508495
Q78IK2,ctrl,14.59334029,1.16415471,Q9CQF3,iso,2.227122002,1.16415471,0.347744008,P97450,CaNrf2-TG,20.64996888,1.314919402
Q9D1N9,ctrl,14.59318667,1.164150138,Q8C0E2,iso,2.230619551,1.164150138,0.348425504,Q91VS7,CaNrf2-TG,20.60301342,1.313930745
Q8BL65,ctrl,14.53717792,1.162480106,Q6NZJ6,iso,2.233249931,1.162480106,0.348937329,Q8CGF7,CaNrf2-TG,20.60301342,1.313930745
Q6P8J7,ctrl,14.48159745,1.160816471,P13597,iso,2.234128103,1.160816471,0.349108072,Q924D0,CaNrf2-TG,20.56572456,1.313144015
Q99JB2,ctrl,14.45396629,1.159987038,Q9ERR7,iso,2.234128103,1.159987038,0.349108072,P11404,CaNrf2-TG,20.4182099,1.310017664
Q8K1Z0,ctrl,14.3354397,1.156411018,O35678,iso,2.23853296,1.156411018,0.349963493,Q8VE62,CaNrf2-TG,20.30843458,1.307676448
P45952,ctrl,14.31737716,1.155863466,P10107,iso,2.24295522,1.155863466,0.350820603,P59017,CaNrf2-TG,20.27220346,1.306900956
P97823,ctrl,14.28138829,1.154770427,P50543,iso,2.244727567,1.154770427,0.35116364,Q8K4Z3,CaNrf2-TG,20.25413633,1.306513729
Q8C5H8,ctrl,14.24557989,1.153680133,P61211,iso,2.244727567,1.153680133,0.35116364,Q8K2B3,CaNrf2-TG,20.23610138,1.306126846
Q9CZR8,ctrl,14.21884121,1.152864204,Q9JIK5,iso,2.248280676,1.152864204,0.351850528,Q71RI9,CaNrf2-TG,20.2092564,1.305550334
Q9ESD7,ctrl,14.2099506,1.152592568,Q9JMC3,iso,2.248284322,1.152592568,0.351851232,P48678,CaNrf2-TG,20.16428162,1.304582754
P10639,ctrl,14.19220271,1.152049806,Q99J09,iso,2.248729253,1.152049806,0.35193717,Q8VE22,CaNrf2-TG,20.16428162,1.304582754
Q80XN0,ctrl,14.12165228,1.149885514,Q8VDD5,iso,2.251845051,1.149885514,0.352538503,Q9R062,CaNrf2-TG,20.12856257,1.303812762
P85094,ctrl,14.08649631,1.148802986,A2ADF7,iso,2.259015176,1.148802986,0.353919149,P51855,CaNrf2-TG,20.09296984,1.303044132
Q60870,ctrl,13.96516865,1.145046185,O88667,iso,2.259015176,1.145046185,0.353919149,Q9CPP6,CaNrf2-TG,20.02216068,1.301510942
P17710,ctrl,13.90549442,1.143186435,Q4VA53,iso,2.266231108,1.143186435,0.355304197,Q60866,CaNrf2-TG,20.02216068,1.301510942
Q3TLP5,ctrl,13.82920036,1.140797069,Q80U63,iso,2.266231108,1.140797069,0.355304197,B9EJA2,CaNrf2-TG,19.98694292,1.300746372
P04247,ctrl,13.81239026,1.140268841,Q9D1E6,iso,2.266231108,1.140268841,0.355304197,P53026,CaNrf2-TG,19.95184884,1.299983146
Q64727,ctrl,13.70397747,1.136846636,Q5XJY5,iso,2.271667799,1.136846636,0.356344822,P07356,CaNrf2-TG,19.91687778,1.299221258
P08032,ctrl,13.67113755,1.135804653,Q64462,iso,2.284462954,1.135804653,0.35878412,Q9CPQ3,CaNrf2-TG,19.84730216,1.297701481
O09174,ctrl,13.66291848,1.135543477,Q8R2Y2,iso,2.284462954,1.135543477,0.35878412,P61255,CaNrf2-TG,19.84730216,1.297701481
P07356,ctrl,13.6545748,1.135278181,Q61699,iso,2.288143071,1.135278181,0.359483176,Q8CAK1,CaNrf2-TG,19.82998414,1.297322367
Q9CPX7,ctrl,13.63014081,1.134500342,Q9JHR7,iso,2.295546594,1.134500342,0.360886112,Q99J39,CaNrf2-TG,19.76073155,1.295803018
P30275,ctrl,13.59725328,1.133451187,O70572,iso,2.306738308,1.133451187,0.362998328,Q8C7H1,CaNrf2-TG,19.70931887,1.294671616
Q9DC07,ctrl,13.57701174,1.132804194,Q9EQP2,iso,2.318035808,1.132804194,0.365120141,Q99PT1,CaNrf2-TG,19.67547136,1.293925145
Q9D0S9,ctrl,13.55683038,1.132158162,Q8C5Q4,iso,2.318039684,1.132158162,0.365120867,Q9R1P4,CaNrf2-TG,19.67519211,1.293918982
P82350,ctrl,13.54861573,1.131894925,P01872,iso,2.323728106,1.131894925,0.366185311,P56213,CaNrf2-TG,19.60701461,1.292411472
O88322,ctrl,13.51651532,1.130864741,Q9WUA3,iso,2.331360161,1.130864741,0.367609371,Q8CEE7,CaNrf2-TG,19.50631585,1.290175252
P55292,ctrl,13.50032488,1.13034422,Q3UH68,iso,2.332317204,1.13034422,0.367787616,Q791T5,CaNrf2-TG,19.47288788,1.289430363
P50544,ctrl,13.46439745,1.129186923,Q8R3K3,iso,2.33327896,1.129186923,0.367966665,Q3UNZ8,CaNrf2-TG,19.27443358,1.284981624
Q64516,ctrl,13.4603447,1.129056182,Q9JM76,iso,2.33327896,1.129056182,0.367966665,O55013,CaNrf2-TG,19.27443358,1.284981624
Q8BW75,ctrl,13.42060061,1.127771952,Q922D4,iso,2.335196986,1.127771952,0.368323521,P02469,CaNrf2-TG,19.24179498,1.284245583
Q9D6M3,ctrl,13.39686662,1.127003234,P61290,iso,2.336153245,1.127003234,0.368501328,P10493,CaNrf2-TG,19.24179498,1.284245583
Q9CPQ3,ctrl,13.34181242,1.12521483,Q61830,iso,2.337118168,1.12521483,0.368680672,Q91WK1,CaNrf2-TG,19.12842522,1.281679218
Q5M8N4,ctrl,13.32616566,1.124705208,Q9Z204,iso,2.338079945,1.124705208,0.368859357,P45377,CaNrf2-TG,19.09627882,1.280948747
Q8CGK3,ctrl,13.2639439,1.122672677,Q8CI95,iso,2.340970032,1.122672677,0.369395854,Q9D9V3,CaNrf2-TG,19.08024611,1.280583972
P19253,ctrl,13.0804699,1.116623346,P18760,iso,2.344842545,1.116623346,0.370113685,Q60766,CaNrf2-TG,19.03204779,1.27948552
P09411,ctrl,13.06542978,1.1161237,P97467,iso,2.346775665,1.1161237,0.370471576,P85094,CaNrf2-TG,19.01638355,1.279127928
Q9CPX8,ctrl,13.06542978,1.1161237,Q61749,iso,2.348719933,1.1161237,0.370831234,Q61578,CaNrf2-TG,19.01638355,1.279127928
Q9R0P3,ctrl,13.06542978,1.1161237,Q80X19,iso,2.348719933,1.1161237,0.370831234,Q8R2Y8,CaNrf2-TG,18.87398722,1.275863657
Q9CQR4,ctrl,13.03545305,1.11512613,Q9D379,iso,2.348719933,1.11512613,0.370831234,Q9D8B4,CaNrf2-TG,18.81149566,1.274423327
Q8R086,ctrl,12.9611096,1.112642183,Q6PDM2,iso,2.352610166,1.112642183,0.371549969,P00397,CaNrf2-TG,18.79593738,1.274063989
Q9DC70,ctrl,12.9611096,1.112642183,Q8BGT5,iso,2.356513307,1.112642183,0.372269896,Q99K23,CaNrf2-TG,18.76515189,1.273352084
O88441,ctrl,12.94634256,1.112147094,P46735,iso,2.35847375,1.112147094,0.372631047,P52196,CaNrf2-TG,18.70312545,1.271914187
Q2TPA8,ctrl,12.94634256,1.112147094,Q61166,iso,2.360437458,1.112147094,0.372992498,Q8R3F5,CaNrf2-TG,18.62622921,1.270124943
Q9D8T7,ctrl,12.94634256,1.112147094,P28654,iso,2.362400414,1.112147094,0.37335351,P47791,CaNrf2-TG,18.58054364,1.269058417
Q99KB8,ctrl,12.92425497,1.111405517,P55937,iso,2.366336135,1.111405517,0.374076436,Q9D0G0,CaNrf2-TG,18.5502109,1.268348852
Q64669,ctrl,12.8730092,1.10968008,P05977,iso,2.367322115,1.10968008,0.374257355,Q8K2M0,CaNrf2-TG,18.5502109,1.268348852
Q91ZE0,ctrl,12.85844211,1.109188354,Q8CGB6,iso,2.372272485,1.109188354,0.375164572,Q9DBF1,CaNrf2-TG,18.459804,1.266227086
Q9D023,ctrl,12.85844211,1.109188354,Q99PV0,iso,2.380223208,1.109188354,0.376617685,Q499X9,CaNrf2-TG,18.459804,1.266227086
Q9WTP7,ctrl,12.85844211,1.109188354,O35887,iso,2.384218588,1.109188354,0.37734607,P14131,CaNrf2-TG,18.42986388,1.265522128
O88696,ctrl,12.80038376,1.10722299,Q3TCH7,iso,2.384218588,1.10722299,0.37734607,P62267,CaNrf2-TG,18.42986388,1.265522128
P45376,ctrl,12.77879098,1.106489767,Q9JIF0,iso,2.384218588,1.106489767,0.37734607,Q9D1N9,CaNrf2-TG,18.40026494,1.264824076
O09161,ctrl,12.76091131,1.10588169,Q61233,iso,2.386221312,1.10588169,0.37771072,P50544,CaNrf2-TG,18.40002072,1.264818312
Q91YY4,ctrl,12.75738834,1.105761776,Q9CQU3,iso,2.39225798,1.105761776,0.378808012,Q9CPY7,CaNrf2-TG,18.40002072,1.264818312
Q91WK1,ctrl,12.68594192,1.103322719,Q9CQR6,iso,2.394274238,1.103322719,0.379173893,P21279,CaNrf2-TG,18.40002072,1.264818312
P00397,ctrl,12.6437106,1.101874547,P42208,iso,2.396293899,1.101874547,0.379540082,Q9D020,CaNrf2-TG,18.37027405,1.264115635
Q8BMD8,ctrl,12.62954249,1.101387618,Q9JKF1,iso,2.396293899,1.101387618,0.379540082,Q8CC88,CaNrf2-TG,18.34062341,1.263414094
Q9ESW4,ctrl,12.62954249,1.101387618,P97379,iso,2.400343459,1.101387618,0.380273388,Q922B1,CaNrf2-TG,18.34062341,1.263414094
Q9CQA3,ctrl,12.62597668,1.101264983,Q5EBG8,iso,2.400343459,1.101264983,0.380273388,Q8BKY8,CaNrf2-TG,18.32583395,1.263063747
Q8R4R6,ctrl,12.6155209,1.100905188,Q8CIE6,iso,2.400343459,1.100905188,0.380273388,Q5U458,CaNrf2-TG,18.31106833,1.262713683
Q9D404,ctrl,12.6155209,1.100905188,O70252,iso,2.424948155,1.100905188,0.384702458,P97930,CaNrf2-TG,18.28160835,1.262014401
Q924X2,ctrl,12.5979804,1.100300928,P60670,iso,2.424952397,1.100300928,0.384703218,Q9DB73,CaNrf2-TG,18.22297186,1.260619204
P40142,ctrl,12.56668958,1.099220887,Q9JI78,iso,2.437440635,1.099220887,0.386934047,Q91YT0,CaNrf2-TG,18.20837146,1.260271105
Q9JIY5,ctrl,12.55974452,1.098980805,P56394,iso,2.445839271,1.098980805,0.388427914,P51885,CaNrf2-TG,18.2081323,1.2602654
Q91YJ5,ctrl,12.53204087,1.098021803,Q62351,iso,2.445843586,1.098021803,0.38842868,Q9R1P3,CaNrf2-TG,18.16471031,1.259228476
Q91YT0,ctrl,12.51123029,1.097300018,Q9QZE5,iso,2.445843586,1.097300018,0.38842868,P17182,CaNrf2-TG,18.14283943,1.258705257
Q8BFW7,ctrl,12.4633135,1.095633519,Q9Z0Y1,iso,2.446370155,1.095633519,0.38852217,P47911,CaNrf2-TG,18.10658361,1.257836514
Q9CRB8,ctrl,12.4633135,1.095633519,P80315,iso,2.446892632,1.095633519,0.388614913,Q9JHW2,CaNrf2-TG,18.07801316,1.257150698
Q9JJW5,ctrl,12.39533585,1.093258298,Q9JIF7,iso,2.455360993,1.093258298,0.390115352,Q9CPU4,CaNrf2-TG,18.04929773,1.256460309
P35980,ctrl,12.3818292,1.092784809,P23116,iso,2.45641822,1.092784809,0.39030231,P48771,CaNrf2-TG,18.04929773,1.256460309
Q8VDN2,ctrl,12.36835196,1.092311835,Q6NVE8,iso,2.467093472,1.092311835,0.392185604,Q9D0F9,CaNrf2-TG,17.93534247,1.253709674
Q9CQN7,ctrl,12.31790836,1.090536969,Q9WVE8,iso,2.469237907,1.090536969,0.392562935,Q9JJW5,CaNrf2-TG,17.87844159,1.25232966
Q8BG51,ctrl,12.3012943,1.089950809,Q8BKC5,iso,2.473542394,1.089950809,0.393319358,Q3UV70,CaNrf2-TG,17.87844159,1.25232966
Q9CQ40,ctrl,12.28788279,1.08947706,P61759,iso,2.475702481,1.08947706,0.393698452,Q8CJ27,CaNrf2-TG,17.86461806,1.251993735
