uniprot,group,half_life,log_10_HL
Q3TMH2,ctrl,8.550300129,0.931981359
Q8C0C7,ctrl,8.550300129,0.931981359
Q8R0F8,ctrl,8.543871173,0.931654691
Q78J03,ctrl,8.537451878,0.931328269
Q8BP67,ctrl,8.537451878,0.931328269
Q99KK2,ctrl,8.534245847,0.931165149
Q61739,ctrl,8.521445763,0.930513284
Q3UDE2,ctrl,8.51825174,0.930350471
P29341,ctrl,8.505499553,0.929699826
P14206,ctrl,8.50231747,0.929537317
Q80YD1,ctrl,8.50231747,0.929537317
Q9CZX8,ctrl,8.502265324,0.929534654
Q9CXI0,ctrl,8.49278549,0.929050155
P34884,ctrl,8.480109381,0.928401454
Q91UZ5,ctrl,8.480109381,0.928401454
Q9D2N4,ctrl,8.467471055,0.927753721
Q7TNG5,ctrl,8.467419336,0.927751068
P19258,ctrl,8.454870344,0.927106952
Q80ZK0,ctrl,8.454870344,0.927106952
P62631,ctrl,8.448532554,0.926781282
P97447,ctrl,8.442307081,0.926461145
Q5XJY4,ctrl,8.420308686,0.925328013
Q62234,ctrl,8.392323569,0.92388222
Q8VCW8,ctrl,8.392323569,0.92388222
Q64521,ctrl,8.367603614,0.922601099
P61514,ctrl,8.355298166,0.921961953
P38060,ctrl,8.343028858,0.921323746
Q9D6K8,ctrl,8.336907707,0.921004994
Q9DCD0,ctrl,8.333800399,0.920843095
P97927,ctrl,8.330795531,0.920686475
P62880,ctrl,8.318598027,0.920050139
Q9CWJ9,ctrl,8.318598027,0.920050139
Q9R062,ctrl,8.312512659,0.91973232
P15532,ctrl,8.276186605,0.917830274
P62843,ctrl,8.276186605,0.917830274
Q920Q6,ctrl,8.276137197,0.917827682
Q8BQZ4,ctrl,8.258043993,0.916877192
Q99N95,ctrl,8.258043993,0.916877192
Q9D1H8,ctrl,8.252095987,0.916564271
P09925,ctrl,8.222191414,0.914987583
P47738,ctrl,8.189598943,0.913262634
Q9CPV4,ctrl,8.1866488,0.91310616
Q9R1P4,ctrl,8.166057157,0.912012415
Q9JII6,ctrl,8.157263843,0.91154451
Q9WUQ2,ctrl,8.157263843,0.91154451
O88342,ctrl,8.151412148,0.911232852
P35979,ctrl,8.151412148,0.911232852
P61358,ctrl,8.142602502,0.910763234
P14131,ctrl,8.139733907,0.910610208
P97352,ctrl,8.139686114,0.910607658
Q8BJ71,ctrl,8.116430004,0.909365048
Q6P5F9,ctrl,8.104899097,0.908747612
P97315,ctrl,8.093259158,0.908123447
Q8BL97,ctrl,8.081746832,0.907505242
P70695,ctrl,8.073181073,0.907044693
P62702,ctrl,8.064539623,0.90657958
Q60597,ctrl,8.058820157,0.906271464
Q62009,ctrl,8.055963466,0.906117488
Q61792,ctrl,8.047405531,0.905655887
P62918,ctrl,8.030344091,0.904734155
Q9CPU0,ctrl,8.02467301,0.904427345
Q9DBB8,ctrl,8.02467301,0.904427345
Q80X19,ctrl,8.002068558,0.903202268
Q61234,ctrl,7.99081402,0.902591023
Q9WUM4,ctrl,7.973991447,0.901675766
O55234,ctrl,7.968399652,0.901371108
Q9EPX2,ctrl,7.968399652,0.901371108
Q3U9G9,ctrl,7.962815694,0.901066664
P62908,ctrl,7.957239557,0.900762433
P62751,ctrl,7.946110678,0.90015461
Q05816,ctrl,7.923855464,0.898936545
Q9ES83,ctrl,7.91833374,0.898633802
Q9CZD3,ctrl,7.896323584,0.897424937
P63158,ctrl,7.885409181,0.896824234
P15626,ctrl,7.8798961,0.896520491
Q9R0N0,ctrl,7.868982365,0.895918572
O88844,ctrl,7.863536826,0.895617925
P38647,ctrl,7.863536826,0.895617925
Q9CR57,ctrl,7.858098818,0.895317486
P16045,ctrl,7.852668327,0.895017255
O70468,ctrl,7.847245336,0.894717231
P31001,ctrl,7.847245336,0.894717231
P15116,ctrl,7.814864036,0.892921427
P17742,ctrl,7.81213363,0.892769663
P97351,ctrl,7.780040862,0.890981878
Q9CQS4,ctrl,7.774674083,0.890682192
Q8VCT3,ctrl,7.772015255,0.890533644
Q8VCA8,ctrl,7.750809923,0.889347087
P28271,ctrl,7.719218003,0.887573306
Q99PT1,ctrl,7.708744515,0.886983652
P47754,ctrl,7.695692555,0.886247709
Q8VBV7,ctrl,7.690441475,0.885951271
O09167,ctrl,7.677493887,0.885219479
Q99J99,ctrl,7.669720779,0.884779553
Q8K0Z7,ctrl,7.669678346,0.884777151
Q9DAR7,ctrl,7.661963396,0.884340073
Q9D7H3,ctrl,7.651644595,0.88375479
P54822,ctrl,7.631048144,0.882584194
P01831,ctrl,7.631006138,0.882581803
Q6PB66,ctrl,7.60296574,0.880983033
Q9D0I9,ctrl,7.587693476,0.880109778
P62830,ctrl,7.585160979,0.879964802
Q7TQD2,ctrl,7.575047873,0.879385382
Q03249,ctrl,7.570042763,0.879098333
Q9EPC1,ctrl,7.547334283,0.877793586
Q8BZW8,ctrl,7.544869713,0.877651745
Q91W89,ctrl,7.53486369,0.8770754
P54116,ctrl,7.524843326,0.876497462
Q6ZWN5,ctrl,7.465477404,0.873057585
P56375,ctrl,7.453275633,0.872347182
Q8R0P4,ctrl,7.4410338,0.871633277
Q9CPR4,ctrl,7.438598241,0.871491103
O08600,ctrl,7.436164275,0.871348975
O55028,ctrl,7.436164275,0.871348975
Q99JR5,ctrl,7.436164275,0.871348975
Q9CQM5,ctrl,7.431301119,0.871064859
Q01815,ctrl,7.426444319,0.870780929
Q9CQN3,ctrl,7.426444319,0.870780929
P68368,ctrl,7.421593864,0.870497185
Q7TSV4,ctrl,7.416749741,0.870213625
Q99M87,ctrl,7.416749741,0.870213625
P06151,ctrl,7.411911937,0.869930251
A2AMM0,ctrl,7.407080441,0.869647061
P47911,ctrl,7.407080441,0.869647061
Q8C7H1,ctrl,7.407080441,0.869647061
Q99KK9,ctrl,7.36865405,0.867388167
Q8BWB1,ctrl,7.354307728,0.866541798
P50396,ctrl,7.344800451,0.865980001
P50608,ctrl,7.344761537,0.8659777
Q9QXS1,ctrl,7.332912077,0.865276478
Q6P9R2,ctrl,7.331748622,0.865207566
P50462,ctrl,7.32822173,0.864998601
P23591,ctrl,7.325859449,0.864858582
Q99PL5,ctrl,7.32110079,0.864576386
Q9JK53,ctrl,7.316425535,0.864298957
P23492,ctrl,7.316386922,0.864296665
Q80UP8,ctrl,7.31167912,0.864017124
P48774,ctrl,7.28355905,0.862343646
Q9Z2I8,ctrl,7.276562796,0.861926282
Q64310,ctrl,7.274233697,0.861787249
Q8BTY1,ctrl,7.274233697,0.861787249
Q9CZJ2,ctrl,7.274233697,0.861787249
P63325,ctrl,7.264932193,0.861231565
Q91WU5,ctrl,7.262572485,0.86109048
Q9EPB4,ctrl,7.255654446,0.860676591
Q8CEE7,ctrl,7.237169861,0.859568766
Q9D6Z1,ctrl,7.214121069,0.858183426
P52480,ctrl,7.209543914,0.857907792
P35700,ctrl,7.200407007,0.857357046
Q8K1M6,ctrl,7.186744988,0.856532235
P60670,ctrl,7.182202495,0.856257645
P62874,ctrl,7.182202495,0.856257645
P58771,ctrl,7.159575894,0.854887297
O88986,ctrl,7.15506767,0.854613746
P48036,ctrl,7.15506767,0.854613746
Q9CZM2,ctrl,7.121436114,0.852567583
P12849,ctrl,7.110295744,0.851887665
Q9D898,ctrl,7.110295744,0.851887665
Q61160,ctrl,7.103591836,0.851477999
P16332,ctrl,7.099153819,0.851206586
P34914,ctrl,7.092543468,0.850802006
Q6ZQ38,ctrl,7.092543468,0.850802006
Q9CZR2,ctrl,7.088046758,0.850526574
Q8QZR5,ctrl,7.083664334,0.850257974
P61982,ctrl,7.083628138,0.850255754
Q91V64,ctrl,7.083628138,0.850255754
Q9WU79,ctrl,7.083628138,0.850255754
Q9Z2Y8,ctrl,7.074807404,0.849714622
P27612,ctrl,7.057267601,0.848636586
Q04447,ctrl,7.048512353,0.848097465
Q8BK72,ctrl,7.039743054,0.847556808
P62962,ctrl,7.033207147,0.847153409
A2ADY9,ctrl,7.031031207,0.847019026
O88851,ctrl,7.031031207,0.847019026
Q65CL1,ctrl,7.026683365,0.846750384
P54923,ctrl,7.013672042,0.845945454
O70433,ctrl,7.005024564,0.845409663
Q8R016,ctrl,7.000708816,0.845142014
P14115,ctrl,6.996363073,0.844872339
Q9QZ88,ctrl,6.983463693,0.84407088
P12970,ctrl,6.974890499,0.843537394
P45591,ctrl,6.966303322,0.84300238
Q8CHP8,ctrl,6.957772184,0.842470205
Q61598,ctrl,6.945014584,0.841673162
Q922Q1,ctrl,6.928077048,0.840612709
Q62188,ctrl,6.925965663,0.840480334
P28650,ctrl,6.923890146,0.840350169
Q9D379,ctrl,6.923855564,0.840348
Q8C1B7,ctrl,6.919639223,0.840083452
P06801,ctrl,6.907020951,0.839290773
Q8CIB5,ctrl,6.902825082,0.839026868
Q9D6Y9,ctrl,6.902825082,0.839026868
P48193,ctrl,6.894448617,0.838499539
P62331,ctrl,6.894448617,0.838499539
Q02013,ctrl,6.869440756,0.836921382
Q9D5T0,ctrl,6.869406716,0.83691923
Q9D7N3,ctrl,6.861145069,0.836396602
P84099,ctrl,6.852869394,0.835872455
Q99KK7,ctrl,6.852869394,0.835872455
Q9DB29,ctrl,6.852869394,0.835872455
Q8K4G5,ctrl,6.848705203,0.835608473
P18654,ctrl,6.840459492,0.835085275
P70362,ctrl,6.836310365,0.834821771
Q8BZF8,ctrl,6.836310365,0.834821771
O08638,ctrl,6.815841062,0.833519455
Q9D819,ctrl,6.799493634,0.832476572
Q8BTE0,ctrl,6.779210733,0.831179134
P62855,ctrl,6.775168665,0.830920111
Q9D1A2,ctrl,6.775135553,0.830917989
Q9D892,ctrl,6.775135553,0.830917989
O35083,ctrl,6.763071329,0.830143968
Q62000,ctrl,6.730956608,0.828076791
P15508,ctrl,6.715045877,0.827048984
Q922H4,ctrl,6.715045877,0.827048984
Q99J09,ctrl,6.707151136,0.826538093
P24549,ctrl,6.699210188,0.826023604
Q3UM45,ctrl,6.691320319,0.82551182
Q9QVP4,ctrl,6.68738235,0.825256155
Q99PR8,ctrl,6.683449013,0.825000639
P62889,ctrl,6.670681512,0.824170206
P55264,ctrl,6.636607341,0.821946123
Q02257,ctrl,6.636607341,0.821946123
Q3TXS7,ctrl,6.636607341,0.821946123
Q9D6F9,ctrl,6.636607341,0.821946123
P08752,ctrl,6.624967676,0.821183764
Q9QZ23,ctrl,6.619178943,0.820804122
Q8BGI7,ctrl,6.605679684,0.81991751
Q6P8M1,ctrl,6.598008458,0.819412868
Q80X90,ctrl,6.586534969,0.818657002
P63001,ctrl,6.575101314,0.817902449
P63017,ctrl,6.559918047,0.816898414
P99024,ctrl,6.559918047,0.816898414
O54946,ctrl,6.544804741,0.815896694
Q5FW52,ctrl,6.544804741,0.815896694
Q8BJY1,ctrl,6.542920473,0.815771642
E9Q401,ctrl,6.537274173,0.8153967
Q6PD03,ctrl,6.525980036,0.814645741
Q9DBL1,ctrl,6.522264905,0.814398434
P98203,ctrl,6.514786087,0.81390016
Q14CH7,ctrl,6.492421783,0.812406726
Q99LP6,ctrl,6.48871438,0.812158658
Q6P1B1,ctrl,6.484980873,0.811908699
P56399,ctrl,6.472053115,0.811042073
P97429,ctrl,6.470210499,0.81091841
P53986,ctrl,6.466528413,0.81067119
Q14C51,ctrl,6.462850515,0.810424111
Q00PI9,ctrl,6.455507256,0.809930374
Q8BTM8,ctrl,6.455507256,0.809930374
Q9QUM9,ctrl,6.453674047,0.809807027
P16125,ctrl,6.446351615,0.80931399
P62858,ctrl,6.444523602,0.809190819
P63323,ctrl,6.440870685,0.80894458
P09541,ctrl,6.440840761,0.808942562
P97370,ctrl,6.437192017,0.808696464
P48410,ctrl,6.426300336,0.807961019
O08529,ctrl,6.419039854,0.807470072
P07901,ctrl,6.411795759,0.80697968
Q80UY1,ctrl,6.397297467,0.805996545
P09242,ctrl,6.386540258,0.805265654
P51859,ctrl,6.38113115,0.804897671
Q9DBC0,ctrl,6.375760519,0.804531996
P70195,ctrl,6.372185118,0.804288384
P49443,ctrl,6.365046332,0.803801569
P23242,ctrl,6.361482935,0.803558366
P56387,ctrl,6.361482935,0.803558366
Q9R1P3,ctrl,6.352591871,0.802950955
O88569,ctrl,6.347269153,0.802586915
Q3V1L4,ctrl,6.329590998,0.801375648
Q9EQ06,ctrl,6.326067177,0.801133799
O08997,ctrl,6.322547277,0.800892085
P58064,ctrl,6.319031293,0.800650506
O70251,ctrl,6.304949021,0.799681579
P62259,ctrl,6.304949021,0.799681579
Q9WUB3,ctrl,6.303200314,0.799561109
Q99L04,ctrl,6.297960008,0.799199899
Q9DCS2,ctrl,6.290986473,0.798718751
O09061,ctrl,6.270158218,0.7972785
Q99K41,ctrl,6.263246081,0.796799475
Q91WQ3,ctrl,6.232329124,0.79465038
Q9JJZ2,ctrl,6.228912738,0.794412247
P62264,ctrl,6.215284565,0.793461017
Q9WVQ5,ctrl,6.198277554,0.79227102
O08553,ctrl,6.194898387,0.792034187
Q80UG5,ctrl,6.194898387,0.792034187
Q8BHN3,ctrl,6.188151096,0.791560909
Q99JY9,ctrl,6.181418486,0.791088147
P62754,ctrl,6.178085205,0.790853894
P17225,ctrl,6.174700511,0.790615898
Q9CY27,ctrl,6.174700511,0.790615898
Q8R081,ctrl,6.164678296,0.789910418
Q60676,ctrl,6.154633913,0.789202226
P24452,ctrl,6.147973999,0.788732022
Q149B8,ctrl,6.147973999,0.788732022
Q9WVA4,ctrl,6.141301277,0.788260403
P82349,ctrl,6.114889466,0.786388611
P49722,ctrl,6.112382049,0.786210492
P58774,ctrl,6.108261415,0.785917615
P63276,ctrl,6.088623636,0.784519129
Q8VBW6,ctrl,6.088623636,0.784519129
Q7TQI3,ctrl,6.083733905,0.78417021
Q99LC8,ctrl,6.069111721,0.783125132
Q62417,ctrl,6.062635511,0.782661459
P58137,ctrl,6.056173107,0.78219828
P32921,ctrl,6.049724465,0.781735595
Q3V3R4,ctrl,6.040077211,0.78104249
Q9D7X3,ctrl,6.036868293,0.780811701
P28352,ctrl,6.030460676,0.78035049
Q6NVE9,ctrl,6.030460676,0.78035049
P22907,ctrl,6.027235761,0.78011818
Q02248,ctrl,6.027235761,0.78011818
Q9CQV8,ctrl,6.024066647,0.779889768
Q8BJ03,ctrl,6.024040469,0.779887881
P05064,ctrl,6.011267046,0.778966022
P62082,ctrl,5.992247009,0.777589707
Q9CRD0,ctrl,5.987510792,0.777246309
P19001,ctrl,5.985933716,0.777131903
Q8BFZ3,ctrl,5.985933716,0.777131903
P24369,ctrl,5.957687744,0.775077737
O08917,ctrl,5.95766214,0.775075871
P26041,ctrl,5.948331565,0.774395168
Q99KR3,ctrl,5.948331565,0.774395168
Q9R0P5,ctrl,5.946775058,0.774281511
Q60668,ctrl,5.945219365,0.774167884
Q62219,ctrl,5.942110421,0.773940718
P35762,ctrl,5.92656367,0.772802954
P62315,ctrl,5.905004818,0.771220256
Q3URD3,ctrl,5.905004818,0.771220256
Q6IRU5,ctrl,5.905004818,0.771220256
P68040,ctrl,5.901962906,0.770996476
P70266,ctrl,5.89275575,0.77031844
Q80UU9,ctrl,5.880557394,0.769418493
Q922Q8,ctrl,5.880557394,0.769418493
O08582,ctrl,5.868409436,0.768520407
Q99L43,ctrl,5.868409436,0.768520407
Q8BXK9,ctrl,5.862354259,0.768072059
Q91VF2,ctrl,5.862354259,0.768072059
P47758,ctrl,5.856311565,0.767624174
Q61738,ctrl,5.856311565,0.767624174
Q76MZ3,ctrl,5.856311565,0.767624174
Q1XH17,ctrl,5.850281316,0.76717675
Q91YE8,ctrl,5.847270845,0.766953211
P54310,ctrl,5.844214196,0.766726125
Q6P1F6,ctrl,5.844214196,0.766726125
P62827,ctrl,5.832215776,0.765833583
P97314,ctrl,5.826235022,0.765387999
Q8R2H9,ctrl,5.820266521,0.764942872
Q9CQD1,ctrl,5.814310237,0.764498201
Q80YV4,ctrl,5.806882003,0.763943001
P47757,ctrl,5.802434166,0.763610222
Q2NL51,ctrl,5.802434166,0.763610222
O55143,ctrl,5.796514305,0.763166912
Q9WV80,ctrl,5.796514305,0.763166912
Q02053,ctrl,5.790606511,0.762724054
Q9DBS1,ctrl,5.784710747,0.762281648
O55131,ctrl,5.781767365,0.762060613
P31938,ctrl,5.778826977,0.761839691
Q9JJI8,ctrl,5.778802888,0.761837881
Q64737,ctrl,5.76709527,0.760957126
Q8K212,ctrl,5.76709527,0.760957126
Q6P069,ctrl,5.761247262,0.760516515
Q8C052,ctrl,5.755387207,0.760074547
Q9QUR6,ctrl,5.755363313,0.760072744
Q9R190,ctrl,5.755363313,0.760072744
P97765,ctrl,5.743726585,0.759193758
Q9DCB8,ctrl,5.740848526,0.758976088
Q8C7X2,ctrl,5.73792585,0.758754932
Q8R146,ctrl,5.732136819,0.758316548
Q9CQF9,ctrl,5.732136819,0.758316548
Q01405,ctrl,5.730691386,0.758207021
P68037,ctrl,5.729246682,0.758097522
Q6GQT9,ctrl,5.720593731,0.757441106
A3KMP2,ctrl,5.714839603,0.757004046
P61161,ctrl,5.714839603,0.757004046
O54734,ctrl,5.711966877,0.75678568
Q8C0I1,ctrl,5.709097039,0.756567425
Q9EQH3,ctrl,5.709097039,0.756567425
Q6ZWX6,ctrl,5.706230082,0.756349279
Q9CWK8,ctrl,5.697646464,0.755695498
Q8R2Q4,ctrl,5.691915014,0.755258407
P17427,ctrl,5.681953427,0.75449767
Q91YQ5,ctrl,5.680556466,0.754390881
Q920M5,ctrl,5.679113661,0.754280561
P35278,ctrl,5.66917361,0.753519757
Q6PIE5,ctrl,5.66917361,0.753519757
P63101,ctrl,5.663545546,0.753088397
P61222,ctrl,5.663522409,0.753086623
P56395,ctrl,5.662134495,0.752980181
Q9Z1E4,ctrl,5.657882463,0.752653921
Q9Z2M7,ctrl,5.657882463,0.752653921
Q8BU30,ctrl,5.646636204,0.751789808
Q8VCF0,ctrl,5.641029823,0.751358396
Q68FD5,ctrl,5.635434564,0.750927411
Q99JW4,ctrl,5.635434564,0.750927411
O70435,ctrl,5.618715189,0.749637018
Q8CHS7,ctrl,5.618692416,0.749635258
A2AUC9,ctrl,5.607623945,0.748778882
O70209,ctrl,5.602094727,0.748350448
P08003,ctrl,5.599311589,0.748134636
Q8BG05,ctrl,5.59102384,0.747491344
Q922E4,ctrl,5.59102384,0.747491344
Q5SSK3,ctrl,5.580041544,0.746637432
Q922B2,ctrl,5.57048975,0.745893379
Q922P9,ctrl,5.569102308,0.745785196
Q3UTJ2,ctrl,5.566374197,0.745572398
A2AN08,ctrl,5.531150447,0.742815471
Q3U7R1,ctrl,5.531150447,0.742815471
Q64514,ctrl,5.504313422,0.740703155
Q9JKF7,ctrl,5.498985962,0.740282611
Q9DBF1,ctrl,5.484388483,0.73912821
Q8BIW1,ctrl,5.483065281,0.739023417
Q8BGK2,ctrl,5.467236521,0.737767863
P97355,ctrl,5.461980557,0.73735015
Q9D517,ctrl,5.461980557,0.73735015
O70493,ctrl,5.446251728,0.736097711
P48722,ctrl,5.430613228,0.734848873
P50752,ctrl,5.422838214,0.734226648
P97384,ctrl,5.420272681,0.734021135
O88544,ctrl,5.415085432,0.733605313
P61164,ctrl,5.415085432,0.733605313
Q08857,ctrl,5.399646181,0.732365303
Q9JI46,ctrl,5.397060516,0.732157288
Q811I0,ctrl,5.394519309,0.731952752
Q921T2,ctrl,5.391938551,0.731744934
P70168,ctrl,5.384294718,0.731128824
Q64010,ctrl,5.384294718,0.731128824
Q91ZJ5,ctrl,5.381723731,0.7309214
Q8BZA9,ctrl,5.379196944,0.730717445
Q9CQN1,ctrl,5.374108813,0.730306456
Q60864,ctrl,5.37408798,0.730304772
Q9DCZ1,ctrl,5.368988711,0.729892491
Q9WV35,ctrl,5.366453091,0.729687337
O55013,ctrl,5.363919864,0.729482281
Q9D5V5,ctrl,5.361409763,0.729279001
P40936,ctrl,5.35886058,0.729072458
Q8R3B1,ctrl,5.35886058,0.729072458
Q8K3C3,ctrl,5.351289523,0.728458448
P63328,ctrl,5.348770588,0.728253971
Q9WUM3,ctrl,5.341227995,0.727641117
Q6NZC7,ctrl,5.338718522,0.727437024
Q9CZW5,ctrl,5.334958731,0.727131064
P46978,ctrl,5.333706643,0.727029126
Q8BG32,ctrl,5.333706643,0.727029126
Q00519,ctrl,5.321197595,0.726009386
Q61879,ctrl,5.313752879,0.725401353
Q9D666,ctrl,5.313732511,0.725399689
Q9CPW4,ctrl,5.308787744,0.724995362
Q8CI94,ctrl,5.305049676,0.724689455
P50580,ctrl,5.303831879,0.724589749
Q9CR88,ctrl,5.301337141,0.724385424
Q9WV60,ctrl,5.29884475,0.724181195
P62196,ctrl,5.291442208,0.723574057
Q8R0N6,ctrl,5.288979288,0.723371866
P49312,ctrl,5.279150493,0.722564043
Q9DBG6,ctrl,5.279150493,0.722564043
P18572,ctrl,5.271802837,0.721959159
P58252,ctrl,5.271802837,0.721959159
P48787,ctrl,5.264475605,0.721355118
Q91W90,ctrl,5.264475605,0.721355118
Q9CZ44,ctrl,5.264475605,0.721355118
P26040,ctrl,5.259602089,0.720952889
Q8R2G4,ctrl,5.259602089,0.720952889
Q99K48,ctrl,5.259602089,0.720952889
Q6ZWY3,ctrl,5.257168714,0.720751915
P70170,ctrl,5.249882077,0.720149548
Q6PAM0,ctrl,5.247457685,0.719948945
P31230,ctrl,5.245035531,0.719748435
Q9JHK4,ctrl,5.225699104,0.718144399
Q91V92,ctrl,5.220897085,0.717745132
Q80SU7,ctrl,5.211319474,0.716947698
Q9D773,ctrl,5.211319474,0.716947698
Q8VDQ1,ctrl,5.200586578,0.716052331
O08663,ctrl,5.192269286,0.715357208
Q8BTZ7,ctrl,5.192269286,0.715357208
P70268,ctrl,5.182796325,0.714564142
Q9CWU6,ctrl,5.180414125,0.714364479
P26516,ctrl,5.178072796,0.714168152
Q9R233,ctrl,5.178072796,0.714168152
O55142,ctrl,5.175694934,0.71396867
P99026,ctrl,5.17451648,0.713869774
Q9Z1Z0,ctrl,5.170984334,0.713573222
O35459,ctrl,5.166282301,0.713178134
Q99LF4,ctrl,5.166282301,0.713178134
Q05BC3,ctrl,5.159245262,0.712586174
P54797,ctrl,5.159226061,0.712584558
O35381,ctrl,5.154545378,0.712190367
Q9CWZ7,ctrl,5.154545378,0.712190367
Q7TSE6,ctrl,5.149873179,0.711796534
Q9CPS6,ctrl,5.149873179,0.711796534
P84084,ctrl,5.135907266,0.710617174
Q9R0Q3,ctrl,5.135907266,0.710617174
Q9DC29,ctrl,5.13126878,0.710224764
Q3TJZ6,ctrl,5.126638664,0.709832709
Q02357,ctrl,5.112798316,0.708658662
Q99JY3,ctrl,5.101302878,0.70768111
Q9Z0F7,ctrl,5.101302878,0.70768111
P39061,ctrl,5.099032497,0.70748778
Q3ULF4,ctrl,5.099032497,0.70748778
Q91VI7,ctrl,5.099032497,0.70748778
Q91XD2,ctrl,5.099032497,0.70748778
Q9CRB6,ctrl,5.089859016,0.706705753
Q9Z2U0,ctrl,5.089859016,0.706705753
Q9CXV1,ctrl,5.078484988,0.705734173
P12382,ctrl,5.071684939,0.705152267
P61014,ctrl,5.06716168,0.704764762
Q9JIF9,ctrl,5.06716168,0.704764762
Q9WVL3,ctrl,5.062646483,0.704377602
P37040,ctrl,5.058139325,0.703990788
P47955,ctrl,5.040190662,0.702446965
Q8BP47,ctrl,5.026776081,0.70128954
Q8VE97,ctrl,5.026776081,0.70128954
Q91V41,ctrl,5.026776081,0.70128954
Q9JKV1,ctrl,5.026776081,0.70128954
Q9CWE0,ctrl,5.024571538,0.701099034
O08528,ctrl,5.02013189,0.700715127
Q9D8W5,ctrl,5.017915007,0.700523301
O70591,ctrl,5.017896844,0.700521729
G5E8K5,ctrl,5.013468978,0.700138332
P27773,ctrl,5.013468978,0.700138332
Q9R0Q7,ctrl,5.000232144,0.698990168
Q07076,ctrl,4.995835385,0.69860812
Q91VJ4,ctrl,4.991446352,0.698226408
Q9D8S9,ctrl,4.98923677,0.698034114
P97494,ctrl,4.98269138,0.697463988
O35593,ctrl,4.973967067,0.696702905
P62204,ctrl,4.965255467,0.695941598
Q60902,ctrl,4.95875507,0.695372658
O88492,ctrl,4.95225398,0.69480291
Q505F5,ctrl,4.950096628,0.694613677
O54962,ctrl,4.947941155,0.694424526
Q811D0,ctrl,4.947941155,0.694424526
Q99KC8,ctrl,4.941485985,0.693857568
Q8CGC7,ctrl,4.935047635,0.693291349
Q8VHX6,ctrl,4.932905245,0.693102773
Q9DCT8,ctrl,4.926489222,0.692537537
Q9JK42,ctrl,4.926489222,0.692537537
Q8BZ52,ctrl,4.925421507,0.692443402
P10126,ctrl,4.920072405,0.691971494
O08585,ctrl,4.905187784,0.690655638
P47857,ctrl,4.892515832,0.68953224
Q9CXI5,ctrl,4.890410203,0.689345289
O88685,ctrl,4.888306386,0.689158418
P51660,ctrl,4.888306386,0.689158418
Q6ZWV3,ctrl,4.884104176,0.688784919
P26039,ctrl,4.871540785,0.687666343
Q9WV55,ctrl,4.871540785,0.687666343
Q9Z1T1,ctrl,4.871540785,0.687666343
P18872,ctrl,4.859041861,0.686550641
P35585,ctrl,4.854889794,0.686179376
Q8VEH6,ctrl,4.846573023,0.685434761
Q9WUZ7,ctrl,4.846573023,0.685434761
P09055,ctrl,4.842459143,0.685065965
Q9Z2Y3,ctrl,4.838318469,0.684694451
Q8K2C9,ctrl,4.830091986,0.683955402
Q8C0M9,ctrl,4.813722659,0.682481065
P97493,ctrl,4.805579532,0.681745769
Q61937,ctrl,4.805579532,0.681745769
Q9CXW2,ctrl,4.805579532,0.681745769
Q9JKF1,ctrl,4.801518291,0.681378588
Q6PHZ2,ctrl,4.795422697,0.680826894
Q62465,ctrl,4.793416369,0.680645155
Q61033,ctrl,4.793399794,0.680643653
Q9D0E1,ctrl,4.781281639,0.679544326
O88545,ctrl,4.773247809,0.678813982
P10852,ctrl,4.773247809,0.678813982
P24547,ctrl,4.773247809,0.678813982
P97379,ctrl,4.765240931,0.678084863
Q6PDM2,ctrl,4.765240931,0.678084863
Q9D967,ctrl,4.765240931,0.678084863
Q9QZ06,ctrl,4.765240931,0.678084863
Q5FW53,ctrl,4.75726087,0.677356967
O88587,ctrl,4.749307492,0.676630289
Q921L3,ctrl,4.745340767,0.676267405
Q9JJU8,ctrl,4.741380663,0.675904824
Q9R1P0,ctrl,4.741380663,0.675904824
P54775,ctrl,4.739386886,0.675722163
Q61553,ctrl,4.739386886,0.675722163
Q3TC93,ctrl,4.733464089,0.675179087
P62077,ctrl,4.733447926,0.675177604
Q9CQR6,ctrl,4.725573906,0.67445456
Q62261,ctrl,4.721646712,0.674093489
Q8BH61,ctrl,4.717742094,0.673734196
P97371,ctrl,4.717726039,0.673732718
Q9R0M4,ctrl,4.717726039,0.673732718
O88543,ctrl,4.713811872,0.673372246
Q03958,ctrl,4.707952785,0.672832099
Q9QYG0,ctrl,4.702108245,0.672292623
P35564,ctrl,4.69433806,0.671574362
Q9D1Q6,ctrl,4.686577669,0.670855819
Q8BUE4,ctrl,4.678842894,0.670138463
Q9D710,ctrl,4.678842894,0.670138463
P42225,ctrl,4.671149348,0.669423753
Q3TMP8,ctrl,4.663481061,0.668710217
Q69ZP3,ctrl,4.65583791,0.667997852
O54950,ctrl,4.644420044,0.666931491
Q3UPL0,ctrl,4.644404484,0.666930036
Q8BG67,ctrl,4.640626523,0.666576618
Q6ZPR5,ctrl,4.633058042,0.665867741
Q8K1N1,ctrl,4.633058042,0.665867741
Q8K010,ctrl,4.61421369,0.664097703
Q99P30,ctrl,4.612340752,0.663921385
P61087,ctrl,4.610469334,0.663745138
Q9D1X0,ctrl,4.602998822,0.663040864
P35235,ctrl,4.599272637,0.662689155
Q6URW6,ctrl,4.593694657,0.662162124
Q8R1Q8,ctrl,4.591838336,0.66198659
Q9JIS8,ctrl,4.591838336,0.66198659
