uniprot,group,half_life,log_10_HL
Q7TMY8,ctrl,4.577041604,0.66058486
Q9CQB5,ctrl,4.565976408,0.659533663
Q99KJ8,ctrl,4.558649273,0.65883618
Q9Z0E6,ctrl,4.554994517,0.658487858
P31428,ctrl,4.544065325,0.657444566
P84091,ctrl,4.544065325,0.657444566
P21956,ctrl,4.536808287,0.656750428
Q8BPB5,ctrl,4.536808287,0.656750428
Q7TMK9,ctrl,4.53679344,0.656749006
Q9JHU4,ctrl,4.533188454,0.656403774
P35123,ctrl,4.529574392,0.656057397
Q8JZQ9,ctrl,4.529574392,0.656057397
P80317,ctrl,4.527754734,0.655882893
Q9JLC8,ctrl,4.522348777,0.655364053
Q9JLN9,ctrl,4.515146177,0.654671815
Q62523,ctrl,4.50978494,0.654155832
P50136,ctrl,4.507981143,0.653982091
O35382,ctrl,4.493719079,0.652605919
Q93092,ctrl,4.490167653,0.652262557
P57780,ctrl,4.486621835,0.651919466
P14602,ctrl,4.474255453,0.650720776
O54890,ctrl,4.47249439,0.650549804
P99027,ctrl,4.465435211,0.649863793
P14211,ctrl,4.463695455,0.649694556
P57776,ctrl,4.461928332,0.64952259
P68254,ctrl,4.457566805,0.649097861
Q6PAV2,ctrl,4.454931073,0.648840989
O54879,ctrl,4.451440667,0.648500589
P61759,ctrl,4.451440667,0.648500589
P53810,ctrl,4.444476237,0.647820589
P08113,ctrl,4.437533566,0.647141651
Q8BMK4,ctrl,4.437533566,0.647141651
Q61316,ctrl,4.435801286,0.646972082
Q68FL6,ctrl,4.434070358,0.64680258
Q8VE88,ctrl,4.434070358,0.64680258
Q9WTM5,ctrl,4.413375997,0.644770929
Q9QXG4,ctrl,4.409950378,0.644433703
Q61151,ctrl,4.406530073,0.644096738
Q8BLF1,ctrl,4.406530073,0.644096738
Q8R5J9,ctrl,4.40311507,0.643760035
Q6IRU2,ctrl,4.396300918,0.643087411
Q3UIZ8,ctrl,4.389507824,0.642415828
Q6PEB6,ctrl,4.382735692,0.641745281
Q91YN9,ctrl,4.382735692,0.641745281
P05977,ctrl,4.379343621,0.641409023
P80315,ctrl,4.37260279,0.640740028
P55096,ctrl,4.365868929,0.640070693
Q9DBG5,ctrl,4.355841153,0.639072034
Q68EF0,ctrl,4.355827466,0.639070669
Q6P6L0,ctrl,4.355827466,0.639070669
Q8BUV3,ctrl,4.34915878,0.638405263
P42932,ctrl,4.342510482,0.637740875
P26043,ctrl,4.339193949,0.637409062
O89053,ctrl,4.335882478,0.637077502
Q99JB8,ctrl,4.335882478,0.637077502
P29758,ctrl,4.330911207,0.63657928
Q8C878,ctrl,4.330911207,0.63657928
P11499,ctrl,4.327612362,0.636248353
Q8VIJ6,ctrl,4.327612362,0.636248353
Q9Z1N5,ctrl,4.322660026,0.63575108
Q8BZJ7,ctrl,4.319373734,0.635420783
Q61035,ctrl,4.316092434,0.635090737
Q78JE5,ctrl,4.316092434,0.635090737
Q60710,ctrl,4.312816116,0.634760942
P20029,ctrl,4.309544768,0.634431397
Q91YR1,ctrl,4.309544768,0.634431397
Q61599,ctrl,4.307910955,0.634266718
Q8VEE1,ctrl,4.306291756,0.63410345
Q99P72,ctrl,4.30627838,0.634102101
P01867,ctrl,4.303016939,0.633773056
P57759,ctrl,4.303016939,0.633773056
Q9ES46,ctrl,4.296495539,0.633114365
Q63844,ctrl,4.283538332,0.631802658
Q9JMC3,ctrl,4.283538332,0.631802658
Q9CQE8,ctrl,4.280324449,0.63147669
Q9CX56,ctrl,4.26423528,0.629841159
Q99KQ4,ctrl,4.257843891,0.629189734
P51410,ctrl,4.251471633,0.628539286
Q8VDM4,ctrl,4.248279632,0.628213095
P14685,ctrl,4.240365956,0.627403339
P56565,ctrl,4.240352985,0.627402011
Q62418,ctrl,4.240352985,0.627402011
O35074,ctrl,4.238784165,0.627241303
P63242,ctrl,4.238784165,0.627241303
Q9JMA1,ctrl,4.232442942,0.626591112
P46638,ctrl,4.226159313,0.625945865
A2A8U2,ctrl,4.22614643,0.625944541
Q9Z1W9,ctrl,4.216736711,0.624976485
Q6P5E4,ctrl,4.213609443,0.624654279
P80318,ctrl,4.201146618,0.623367839
O08579,ctrl,4.194942812,0.622726045
O54984,ctrl,4.191835099,0.62240419
P23927,ctrl,4.182564765,0.621442675
Q9Z2C5,ctrl,4.176415676,0.620803717
P51163,ctrl,4.174881228,0.620644125
P47941,ctrl,4.165698166,0.619687799
Q60936,ctrl,4.162646115,0.619369491
P53612,ctrl,4.156555412,0.618733575
Q91Z83,ctrl,4.15503552,0.618574741
Q9ER00,ctrl,4.15503552,0.618574741
Q7M6Y3,ctrl,4.151999069,0.618257247
Q9R069,ctrl,4.151999069,0.618257247
Q9CQM9,ctrl,4.14593946,0.617622956
Q9WU28,ctrl,4.144414931,0.61746323
P70414,ctrl,4.133848497,0.616354556
P54726,ctrl,4.127841714,0.615723035
P62821,ctrl,4.124844864,0.615407619
Q8K2I1,ctrl,4.124844864,0.615407619
O08788,ctrl,4.121852362,0.615092432
Q91VR5,ctrl,4.121852362,0.615092432
Q99JI4,ctrl,4.118864199,0.614777473
Q80VP1,ctrl,4.103988138,0.613206097
Q5FWK3,ctrl,4.101013679,0.612891218
Q9DCG9,ctrl,4.101001548,0.612889933
Q8BHG2,ctrl,4.098055643,0.612577851
O89103,ctrl,4.098043529,0.612576567
P46471,ctrl,4.092140275,0.611950513
P80313,ctrl,4.082583677,0.610935095
P70670,ctrl,4.078919937,0.610545181
Q9D6K5,ctrl,4.075993676,0.610233502
Q9WU78,ctrl,4.074532119,0.610077746
Q6PDI5,ctrl,4.071612149,0.609766402
P12815,ctrl,4.06869636,0.60945528
Q9Z2U1,ctrl,4.06869636,0.60945528
Q61233,ctrl,4.051265273,0.607590681
Q80U93,ctrl,4.051265273,0.607590681
P36993,ctrl,4.049833224,0.607437139
Q9QZQ1,ctrl,4.048390365,0.607282383
P56812,ctrl,4.045495924,0.606971768
Q8BVQ5,ctrl,4.036872645,0.606045048
Q8BRT1,ctrl,4.02828605,0.605120302
O35678,ctrl,4.026858501,0.604966369
Q8R010,ctrl,4.011210373,0.60327544
Q6ZQ73,ctrl,3.999902941,0.602049453
P18760,ctrl,3.997088918,0.60174381
Q9CQ80,ctrl,3.988670556,0.600828167
Q6P8X1,ctrl,3.983077987,0.60021881
Q9JLV5,ctrl,3.983077987,0.60021881
Q9QUM0,ctrl,3.983077987,0.60021881
Q9R013,ctrl,3.983077987,0.60021881
P42208,ctrl,3.971917006,0.599000165
Q61187,ctrl,3.971917006,0.599000165
Q91YP2,ctrl,3.971917006,0.599000165
Q9CZN8,ctrl,3.952574505,0.596880065
Q8C8R3,ctrl,3.949815404,0.596576799
Q8JZN7,ctrl,3.922534679,0.593566792
Q9QXT0,ctrl,3.921181086,0.593416899
P14142,ctrl,3.917125907,0.592967531
Q922R8,ctrl,3.917125907,0.592967531
P09470,ctrl,3.91173203,0.592369096
P27546,ctrl,3.906352988,0.591771485
Q8VCT4,ctrl,3.906352988,0.591771485
Q99PU8,ctrl,3.906352988,0.591771485
Q9EQH2,ctrl,3.900966765,0.59117225
Q9DB70,ctrl,3.884962171,0.589386794
P70372,ctrl,3.88363438,0.589238337
P28798,ctrl,3.879656449,0.58879327
P70336,ctrl,3.8743652,0.588200555
Q6ZWQ0,ctrl,3.8743652,0.588200555
P30416,ctrl,3.86644455,0.587311786
Q8CDN6,ctrl,3.86644455,0.587311786
P29595,ctrl,3.863804345,0.587015127
P62869,ctrl,3.863804345,0.587015127
Q80WJ7,ctrl,3.853322329,0.585835339
P67871,ctrl,3.84810262,0.585246645
P62814,ctrl,3.845498064,0.584952597
Q4VAA2,ctrl,3.842897032,0.584658748
Q9JIF7,ctrl,3.840299516,0.584365098
O35841,ctrl,3.837705509,0.584071646
P40124,ctrl,3.837705509,0.584071646
Q8VBT9,ctrl,3.827353864,0.582898617
Q9DCT1,ctrl,3.826065154,0.582752361
P60766,ctrl,3.824766758,0.582604956
Q8BGQ7,ctrl,3.811935923,0.581145592
Q8R1B4,ctrl,3.811935923,0.581145592
Q9D1G1,ctrl,3.80938008,0.580854306
Q9Z2G9,ctrl,3.806827661,0.580563216
Q3TEA8,ctrl,3.781469717,0.577660627
P68510,ctrl,3.780222023,0.577517308
Q3TZZ7,ctrl,3.780211715,0.577516124
P56695,ctrl,3.778954551,0.577371669
Q8QZY1,ctrl,3.776442728,0.577082903
Q9CR16,ctrl,3.766428741,0.575929755
Q8BFY9,ctrl,3.761441637,0.575354328
Q9CPT4,ctrl,3.761441637,0.575354328
O70400,ctrl,3.75148664,0.574203404
Q923B6,ctrl,3.746539001,0.573630258
Q01853,ctrl,3.744070072,0.573343968
Q63850,ctrl,3.741604395,0.573057867
B2RXS4,ctrl,3.73668277,0.57248623
Q60749,ctrl,3.735454387,0.572343438
P63330,ctrl,3.728090986,0.571486503
Q60605,ctrl,3.721995278,0.570775818
Q8VE62,ctrl,3.717105138,0.570204845
Q61239,ctrl,3.712247712,0.569636948
Q9D1D4,ctrl,3.707402965,0.569069793
Q9WV02,ctrl,3.707402965,0.569069793
Q3KNM2,ctrl,3.702570847,0.568503377
Q9CQ19,ctrl,3.702570847,0.568503377
Q8BHL8,ctrl,3.691744501,0.567231637
Q5H8C4,ctrl,3.683348109,0.566242765
O70310,ctrl,3.676198253,0.565398924
Q8BG95,ctrl,3.673830868,0.565119159
O08547,ctrl,3.6690761,0.56455672
Q3U0M1,ctrl,3.6690761,0.56455672
P70704,ctrl,3.66434331,0.563996156
Q3V009,ctrl,3.636181931,0.560645604
Q99L47,ctrl,3.630373333,0.559951288
Q78ZA7,ctrl,3.619955037,0.558703176
Q6PA06,ctrl,3.617650074,0.558426556
P49813,ctrl,3.613039524,0.557872712
P26638,ctrl,3.608450104,0.557320705
Q9D2R6,ctrl,3.605015684,0.556907158
O55022,ctrl,3.601587794,0.556494006
Q9JM76,ctrl,3.601587794,0.556494006
Q9Z0Y1,ctrl,3.600446613,0.556356376
Q6PB44,ctrl,3.599306154,0.556218789
Q8C6K9,ctrl,3.599306154,0.556218789
Q6ZPE2,ctrl,3.594751535,0.555668878
P18242,ctrl,3.585658243,0.554568894
Q9QYJ0,ctrl,3.585658243,0.554568894
Q9Z126,ctrl,3.585658243,0.554568894
P24270,ctrl,3.574379157,0.553200619
P35441,ctrl,3.563170809,0.551836642
Q8K0D5,ctrl,3.560937569,0.55156436
P10107,ctrl,3.559821998,0.551428282
Q6A0A9,ctrl,3.556470353,0.551019193
Q7TSH2,ctrl,3.554236389,0.550746309
Q9WUA3,ctrl,3.554236389,0.550746309
Q9WUK2,ctrl,3.554236389,0.550746309
Q99M71,ctrl,3.552014331,0.550474709
Q8VEK3,ctrl,3.54979505,0.550203279
P07724,ctrl,3.545364796,0.549660928
P40336,ctrl,3.536537381,0.548578253
Q60649,ctrl,3.535437044,0.548443108
P80314,ctrl,3.532140137,0.548037926
Q8VHY0,ctrl,3.522277258,0.546823539
Q3UMF0,ctrl,3.518995906,0.546418762
Q61210,ctrl,3.518995906,0.546418762
Q7TSQ8,ctrl,3.514642148,0.545881113
Q8VDD5,ctrl,3.508131674,0.545075886
Q9D0B6,ctrl,3.505966873,0.544807808
P61979,ctrl,3.488726611,0.542666938
Q9CWX2,ctrl,3.484447385,0.542133911
A3KG59,ctrl,3.482311707,0.541867643
P35283,ctrl,3.475920349,0.541069816
P62192,ctrl,3.475920349,0.541069816
Q9JKR6,ctrl,3.474857403,0.540936987
Q66JZ4,ctrl,3.467434946,0.540008322
Q9Z1D1,ctrl,3.458973609,0.538947249
Q9JHR7,ctrl,3.455826321,0.538551908
Q62048,ctrl,3.452667556,0.538154764
Q921F2,ctrl,3.438042471,0.536311237
O35344,ctrl,3.42765466,0.53499706
P80316,ctrl,3.409144111,0.53264536
Q923T9,ctrl,3.409144111,0.53264536
P30999,ctrl,3.407099717,0.532384844
Q64378,ctrl,3.400964533,0.531602103
Q9D0F3,ctrl,3.39284072,0.530563472
Q9JHS3,ctrl,3.38879335,0.530045086
P17879,ctrl,3.384755624,0.529527319
P56394,ctrl,3.384755624,0.529527319
Q9EQK5,ctrl,3.376708971,0.528493632
O35566,ctrl,3.372683563,0.527975596
P51125,ctrl,3.35971994,0.526303077
O88746,ctrl,3.356742475,0.525918024
Q62147,ctrl,3.355003996,0.525693042
B2RQC6,ctrl,3.35278072,0.52540515
Q9JHJ0,ctrl,3.350803348,0.525148941
Q922Y1,ctrl,3.344869059,0.524379121
Q8BK64,ctrl,3.338979879,0.523613802
Q62448,ctrl,3.333095372,0.522847741
E9Q557,ctrl,3.327239556,0.522084071
Q91YS8,ctrl,3.323339129,0.521574661
P23116,ctrl,3.305927374,0.519293309
P60335,ctrl,3.305927374,0.519293309
B1AY13,ctrl,3.30208459,0.518788195
Q3B7Z2,ctrl,3.298250731,0.518283667
Q99K51,ctrl,3.298250731,0.518283667
P46737,ctrl,3.296329299,0.518030591
Q6A0D4,ctrl,3.286786796,0.516771534
Q8R2Y2,ctrl,3.284886478,0.516520365
P22892,ctrl,3.282988356,0.516269342
P10605,ctrl,3.281092426,0.516018464
P11983,ctrl,3.277307129,0.515517143
Q8BRF7,ctrl,3.275417754,0.515266699
O70194,ctrl,3.271645532,0.514766244
P22599,ctrl,3.267881988,0.514266365
P70698,ctrl,3.260365481,0.513266286
Q80XL6,ctrl,3.25663548,0.51276915
Q8BH04,ctrl,3.249178177,0.511773528
Q80TV8,ctrl,3.245466117,0.511277079
Q9QUR7,ctrl,3.239906332,0.510532455
Q8BTX9,ctrl,3.231613578,0.509419424
P17426,ctrl,3.223355673,0.508308229
Q9D0R2,ctrl,3.223355673,0.508308229
O88712,ctrl,3.212420485,0.506832387
Q78PY7,ctrl,3.212420485,0.506832387
Q61166,ctrl,3.20696583,0.506094333
Q9JLV1,ctrl,3.205164076,0.505850266
P40240,ctrl,3.205156666,0.505849262
Q9D1P4,ctrl,3.194344402,0.504381738
P53994,ctrl,3.190756507,0.503893664
Q71FD7,ctrl,3.188063539,0.503526968
Q9QZH6,ctrl,3.18359022,0.502917162
Q61699,ctrl,3.180033723,0.502431726
Q8VHL1,ctrl,3.180026428,0.502430729
Q6P549,ctrl,3.176470607,0.501944841
Q99M01,ctrl,3.172922729,0.501459496
Q9JK92,ctrl,3.172922729,0.501459496
Q9CQC9,ctrl,3.17115176,0.501217026
Q6P4T2,ctrl,3.166725741,0.500610452
Q5SVR0,ctrl,3.165850696,0.500490429
Q99PV0,ctrl,3.162326488,0.500006706
Q8R4S0,ctrl,3.153535853,0.498797773
Q61743,ctrl,3.152668081,0.49867825
P62141,ctrl,3.148293472,0.498075209
Q64511,ctrl,3.137860825,0.496633677
Q3TCH7,ctrl,3.120611837,0.494239751
O55029,ctrl,3.110347587,0.492808925
Q9Z0N1,ctrl,3.101857052,0.49162178
Q9R0H0,ctrl,3.100164504,0.491384739
Q61990,ctrl,3.083326352,0.489019495
Q99KF1,ctrl,3.083326352,0.489019495
Q8CIN4,ctrl,3.076647657,0.488077763
Q91V01,ctrl,3.066683688,0.486668983
P05132,ctrl,3.063369922,0.486199444
P97372,ctrl,3.063363153,0.486198484
Q61249,ctrl,3.053484906,0.484795777
Q8BY87,ctrl,3.053484906,0.484795777
O35286,ctrl,3.037148668,0.482466051
P13020,ctrl,3.01938741,0.47991884
Q8BJS4,ctrl,3.01938741,0.47991884
Q3U0S6,ctrl,3.005008066,0.477845642
A6H611,ctrl,3.000247503,0.477157083
P70313,ctrl,2.999455542,0.477042429
Q8C6I2,ctrl,2.998663998,0.476927806
P32020,ctrl,2.990758579,0.475781357
P11103,ctrl,2.989185073,0.475552805
O70252,ctrl,2.982907569,0.474639796
Q60875,ctrl,2.979778694,0.474184011
Q8CGB6,ctrl,2.978210319,0.473955364
A2AQ25,ctrl,2.976656377,0.473728703
Q61387,ctrl,2.973540596,0.473273872
Q62446,ctrl,2.971978778,0.473045704
Q5SSW2,ctrl,2.967315858,0.472363778
Q9EQP2,ctrl,2.967315858,0.472363778
Q60714,ctrl,2.96421959,0.471910373
P26645,ctrl,2.958046399,0.471004982
Q6ZQB6,ctrl,2.958046399,0.471004982
Q9CZ04,ctrl,2.956500812,0.470778003
Q7TT50,ctrl,2.951898867,0.470101474
Q61133,ctrl,2.951892581,0.47010055
P60843,ctrl,2.945770574,0.46919892
Q9CX80,ctrl,2.942712837,0.468747884
Q8BYJ6,ctrl,2.939667674,0.468298237
Q64462,ctrl,2.933596217,0.467400337
Q8CIZ8,ctrl,2.932076068,0.467175233
P09528,ctrl,2.930569884,0.466952082
Q9CYZ2,ctrl,2.92452974,0.466056042
Q9CQY6,ctrl,2.912529962,0.464270402
Q9CR09,ctrl,2.906563878,0.463379872
O35887,ctrl,2.894710781,0.461605179
Q9QXB9,ctrl,2.894710781,0.461605179
O35685,ctrl,2.885876698,0.460277771
P61148,ctrl,2.882947971,0.459836805
P09103,ctrl,2.865487838,0.45719857
Q8BMJ2,ctrl,2.861158753,0.456541955
Q9JHL1,ctrl,2.859718629,0.456323305
P63005,ctrl,2.853972605,0.4554498
O88667,ctrl,2.85396673,0.455448906
Q9CYT6,ctrl,2.845385053,0.454141046
P70398,ctrl,2.839696428,0.453271915
Q921N7,ctrl,2.817156132,0.449810917
Q64012,ctrl,2.814365159,0.449380446
Q9EQU5,ctrl,2.814365159,0.449380446
Q5EBG8,ctrl,2.81157971,0.4489504
Q05144,ctrl,2.800481518,0.447232711
Q9Z1G4,ctrl,2.800481518,0.447232711
Q6ZQ08,ctrl,2.79772347,0.446804786
Q9JLI8,ctrl,2.79772347,0.446804786
P62334,ctrl,2.792223639,0.445950199
Q8BGT5,ctrl,2.792223639,0.445950199
P28654,ctrl,2.784003135,0.44466972
Q9JIF0,ctrl,2.769077532,0.442335116
Q8VDJ3,ctrl,2.759651476,0.440854237
Q9R0L6,ctrl,2.759651476,0.440854237
Q5DTJ9,ctrl,2.756973226,0.440432549
P47811,ctrl,2.756304475,0.44032719
Q9CU62,ctrl,2.751632291,0.439590397
Q5DTX6,ctrl,2.741001422,0.437909261
O09164,ctrl,2.72783048,0.435817378
Q3TL26,ctrl,2.712204208,0.433322385
Q62086,ctrl,2.712204208,0.433322385
Q58A65,ctrl,2.696745453,0.430839955
Q9ERK4,ctrl,2.695466048,0.430633866
P61082,ctrl,2.691629879,0.430015341
P29416,ctrl,2.691624653,0.430014497
Q8K4L3,ctrl,2.690355321,0.429809642
Q9QYB1,ctrl,2.683995402,0.428781768
Q61768,ctrl,2.673879776,0.427141877
Q8BYK6,ctrl,2.671365347,0.426733288
Q9DCL9,ctrl,2.669482625,0.426427099
Q9JK48,ctrl,2.663850351,0.425509824
Q8BGB8,ctrl,2.6588638,0.424696091
Q8K4Z5,ctrl,2.651408737,0.423476683
Q9CQV1,ctrl,2.651408737,0.423476683
O54774,ctrl,2.642161083,0.421959291
P28653,ctrl,2.637862531,0.421252159
Q99L45,ctrl,2.637862531,0.421252159
O08715,ctrl,2.63663336,0.421049743
P97290,ctrl,2.63663336,0.421049743
Q9CR13,ctrl,2.630529602,0.420043193
P19096,ctrl,2.626880893,0.419440382
Q91VK1,ctrl,2.626880893,0.419440382
Q9ER72,ctrl,2.624454038,0.419038971
Q3UH68,ctrl,2.617190424,0.417835323
O88653,ctrl,2.60518476,0.415838529
P05125,ctrl,2.60518476,0.415838529
Q6PGB6,ctrl,2.598032139,0.414644519
P97742,ctrl,2.594472964,0.414049149
P55284,ctrl,2.588562628,0.413058677
Q5EBG6,ctrl,2.585024514,0.412464666
Q9CQK7,ctrl,2.581496058,0.411871466
Q8BVZ1,ctrl,2.5791523,0.411476988
Q99020,ctrl,2.572146491,0.410295699
Q60631,ctrl,2.569810143,0.409901039
Q9EQW7,ctrl,2.566907554,0.409410228
Q8BX02,ctrl,2.559391417,0.408136709
Q9Z130,ctrl,2.558238993,0.407941114
P98192,ctrl,2.552487707,0.406963659
Q80U63,ctrl,2.546762222,0.405988399
Q9QXZ0,ctrl,2.541067024,0.40501612
Q9DC77,ctrl,2.541062366,0.405015324
Q9EPU0,ctrl,2.53879607,0.404627817
P62137,ctrl,2.537652824,0.404432206
Q9CQ22,ctrl,2.537652824,0.404432206
Q9QZD9,ctrl,2.535387966,0.404044425
Q9CQP0,ctrl,2.533127147,0.403656989
P97467,ctrl,2.528617583,0.402883154
P35293,ctrl,2.519637295,0.401338028
Q8BIF0,ctrl,2.519637295,0.401338028
Q501J2,ctrl,2.51295066,0.400183962
Q6PD31,ctrl,2.511284543,0.399895924
P10630,ctrl,2.50740098,0.399223791
Q5XJY5,ctrl,2.506299421,0.399032954
Q61595,ctrl,2.501875758,0.398265739
Q5GIG6,ctrl,2.499674284,0.397883422
Q99MR9,ctrl,2.497476681,0.397501442
Q922D8,ctrl,2.493093047,0.396738487
Q8VD75,ctrl,2.488715839,0.395975312
Q9WVE8,ctrl,2.486541914,0.395595784
Q9Z1Z2,ctrl,2.486537454,0.395595005
Q501J6,ctrl,2.475702481,0.393698452
P39447,ctrl,2.469237907,0.392562935
Q8C0L9,ctrl,2.469237907,0.392562935
Q9JMH9,ctrl,2.469237907,0.392562935
Q9Z1Q5,ctrl,2.467093472,0.392185604
Q8CIE6,ctrl,2.458548489,0.390678778
Q70KF4,ctrl,2.458544129,0.390678008
Q91WK2,ctrl,2.450062495,0.389177162
Q8BK03,ctrl,2.437440635,0.386934047
Q9DBH5,ctrl,2.432744102,0.386096428
Q8BRK8,ctrl,2.427019918,0.385073341
P51150,ctrl,2.425983594,0.38488786
O55135,ctrl,2.416696351,0.383222086
Q9D7S9,ctrl,2.416696351,0.383222086
Q8CGY6,ctrl,2.400347615,0.38027414
Q3TFQ1,ctrl,2.400343459,0.380273388
Q8K310,ctrl,2.398321118,0.379907332
Q9JJ28,ctrl,2.398321118,0.379907332
Q99P31,ctrl,2.39225798,0.378808012
Q9CY58,ctrl,2.388235632,0.378077174
P09405,ctrl,2.38622542,0.377711468
Q00897,ctrl,2.384218588,0.37734607
Q3U1J4,ctrl,2.376237123,0.375889776
Q924C5,ctrl,2.364366636,0.373714822
O88967,ctrl,2.362400414,0.37335351
Q9D1E6,ctrl,2.360437458,0.372992498
Q9D832,ctrl,2.360437458,0.372992498
Q61749,ctrl,2.356513307,0.372269896
Q8BU85,ctrl,2.353584738,0.371729839
Q922D4,ctrl,2.348719933,0.370831234
Q8CC21,ctrl,2.344842545,0.370113685
Q9Z204,ctrl,2.336157182,0.36850206
Q8BHG1,ctrl,2.316141988,0.36476518
Q5SW19,ctrl,2.314258987,0.364411959
Q8BX70,ctrl,2.310490602,0.363704206
Q9ERR7,ctrl,2.304862895,0.362645096
Q80X50,ctrl,2.296474453,0.361061618
P63085,ctrl,2.284462954,0.35878412
Q6ZWR6,ctrl,2.273485831,0.356692252
Q5SWU9,ctrl,2.272122034,0.356431653
Q8BKC5,ctrl,2.266231108,0.355304197
Q9CX34,ctrl,2.255428084,0.353228984
Q9DCH4,ctrl,2.251845051,0.352538503
Q8BK63,ctrl,2.24295522,0.350820603
P0C605,ctrl,2.216687765,0.345704524
Q9CXT8,ctrl,2.202071606,0.342831437
Q61586,ctrl,2.199510627,0.342326065
Q8K3W2,ctrl,2.188493056,0.340145173
O70492,ctrl,2.172582318,0.336976241
P07759,ctrl,2.170922025,0.336644225
P26231,ctrl,2.16265173,0.334986587
Q9QYC0,ctrl,2.156082737,0.333665422
Q69ZR2,ctrl,2.154444208,0.333335252
P42703,ctrl,2.152811511,0.333006007
Q3THK7,ctrl,2.151181286,0.332677011
Q69ZS7,ctrl,2.125416424,0.327444032
Q61830,ctrl,2.111193898,0.324528122
Q60737,ctrl,2.089441609,0.320030239
Q5SRX1,ctrl,2.078732694,0.317798647
Q61207,ctrl,2.065123011,0.314945926
P28665,ctrl,2.047251581,0.311171215
Q9EPL8,ctrl,2.042834961,0.310233282
Q9Z2X1,ctrl,2.029689786,0.307429666
Q61081,ctrl,2.026793552,0.306809514
O70373,ctrl,1.992649692,0.299430956
P63087,ctrl,1.976011188,0.295789399
Q9CSU0,ctrl,1.9732604,0.2951844
Q61191,ctrl,1.967792908,0.293979391
Q61730,ctrl,1.963706568,0.293076593
P01872,ctrl,1.962352853,0.292777101
Q6NZJ6,ctrl,1.962350075,0.292776486
Q61838,ctrl,1.960998229,0.292477201
Q8VH51,ctrl,1.960318846,0.292326715
P19324,ctrl,1.942214384,0.288297166
Q9QZN4,ctrl,1.93295811,0.286222442
Q8VDM6,ctrl,1.917297601,0.282689529
P98078,ctrl,1.909559491,0.280933193
Q63810,ctrl,1.906990485,0.280348526
Q6PDG5,ctrl,1.901883591,0.279183932
Q9JHS4,ctrl,1.899972947,0.278747417
P46412,ctrl,1.891746261,0.276862884
Q9CQ45,ctrl,1.89174368,0.276862292
Q9QYS9,ctrl,1.886715446,0.275706405
P61750,ctrl,1.881716425,0.274554176
Q9QZE5,ctrl,1.876738743,0.27340382
Q8K1B8,ctrl,1.852250101,0.267699627
P06728,ctrl,1.82369719,0.260952729
Q921I1,ctrl,1.81902135,0.259837796
Q922J3,ctrl,1.816694791,0.259281971
P35282,ctrl,1.80974596,0.257617616
O54931,ctrl,1.805145997,0.256512333
P32233,ctrl,1.805145997,0.256512333
Q9QX11,ctrl,1.791476092,0.253211017
Q9Z1R2,ctrl,1.784718485,0.251569722
Q8VCI5,ctrl,1.772462549,0.248577068
Q9Z0P5,ctrl,1.742011333,0.241050976
Q61147,ctrl,1.734561317,0.239189657
Q9DBC7,ctrl,1.729279696,0.237865242
Q9WTX5,ctrl,1.726123125,0.237071771
Q8C5Q4,ctrl,1.717768764,0.234964701
Q8BZI0,ctrl,1.709494883,0.232867805
Q8R5L3,ctrl,1.693183953,0.228704144
Q9D8B3,ctrl,1.691165914,0.228186217
O89020,ctrl,1.688150943,0.227411276
Q6PGL7,ctrl,1.667329401,0.222021408
Q8BWA5,ctrl,1.665374487,0.221511907
Q7TPW1,ctrl,1.661474397,0.220493653
Q925F2,ctrl,1.661474397,0.220493653
Q9CW03,ctrl,1.65953318,0.21998594
P61021,ctrl,1.656629846,0.219225481
Q811U4,ctrl,1.653732707,0.218465316
Q6A026,ctrl,1.642256452,0.215440977
Q91ZU6,ctrl,1.642256452,0.215440977
P46935,ctrl,1.641305663,0.215189468
P32067,ctrl,1.638463765,0.214436841
Q61655,ctrl,1.630232584,0.212249569
A2AGT5,ctrl,1.612408913,0.20747519
G5E870,ctrl,1.60693264,0.205997672
Q00898,ctrl,1.605116712,0.205506617
Q8BUK6,ctrl,1.599689778,0.20403577
Q8BP40,ctrl,1.599239497,0.203913507
Q4U4S6,ctrl,1.588948904,0.201109932
Q9DBG7,ctrl,1.587169737,0.200623374
Q91VC3,ctrl,1.573099984,0.196756327
Q8C1Q6,ctrl,1.555857988,0.191969954
P60122,ctrl,1.554155599,0.191494497
P70122,ctrl,1.552456931,0.191019561
Q9EQQ9,ctrl,1.54906725,0.190070272
Q8VEJ9,ctrl,1.542335532,0.188178864
A2ADF7,ctrl,1.527398488,0.183952356
O89017,ctrl,1.484280631,0.17151602
A2AJI0,ctrl,1.478099096,0.169703551
Q9ERP3,ctrl,1.474260539,0.168574241
O70571,ctrl,1.471968835,0.167898615
Q9JI78,ctrl,1.471968835,0.167898615
Q91X72,ctrl,1.465886114,0.166100231
Q9ESL4,ctrl,1.448683359,0.160973471
Q01279,ctrl,1.423265095,0.153285799
Q91W50,ctrl,1.420418495,0.152416319
P23953,ctrl,1.380364316,0.139993724
O35143,ctrl,1.374848745,0.138254922
Q8BPM0,ctrl,1.373683943,0.137886822
O70548,ctrl,1.367070614,0.135790948
Q99MS7,ctrl,1.367069266,0.13579052
P98156,ctrl,1.359216059,0.133288497
Q9R1P1,ctrl,1.347603322,0.129562073
Q61584,ctrl,1.311497061,0.117767322
