ctrl_uniprot,group_1,ctrl_half_life,ctrl_log_10_HL,os_uniprot,group_2,os_half_life,os_log_10_HL
Q9R233,ctrl,5.178072796,0.714168152,O55234,iso,5.703366004,0.756131243
O55142,ctrl,5.175694934,0.71396867,P10637,iso,5.703366004,0.756131243
P99026,ctrl,5.17451648,0.713869774,Q9Z2C5,iso,5.709097039,0.756567425
Q9Z1Z0,ctrl,5.170984334,0.713573222,O08529,iso,5.714839603,0.757004046
O35459,ctrl,5.166282301,0.713178134,Q6P069,iso,5.714839603,0.757004046
Q99LF4,ctrl,5.166282301,0.713178134,O35864,iso,5.723475142,0.757659801
Q05BC3,ctrl,5.159245262,0.712586174,Q99KQ4,iso,5.723498772,0.757661594
P54797,ctrl,5.159226061,0.712584558,Q9D7N3,iso,5.726359458,0.757878606
O35381,ctrl,5.154545378,0.712190367,Q9R1P1,iso,5.729246682,0.758097522
Q9CWZ7,ctrl,5.154545378,0.712190367,Q9D5T0,iso,5.772955163,0.761398184
Q7TSE6,ctrl,5.149873179,0.711796534,Q9JMH6,iso,5.775889578,0.761618882
Q9CPS6,ctrl,5.149873179,0.711796534,Q63844,iso,5.778826977,0.761839691
P84084,ctrl,5.135907266,0.710617174,Q99J99,iso,5.781767365,0.762060613
Q9R0Q3,ctrl,5.135907266,0.710617174,P58064,iso,5.784710747,0.762281648
Q9DC29,ctrl,5.13126878,0.710224764,Q62219,iso,5.796514305,0.763166912
Q3TJZ6,ctrl,5.126638664,0.709832709,Q8C6I2,iso,5.796514305,0.763166912
Q02357,ctrl,5.112798316,0.708658662,Q91VH6,iso,5.805398633,0.763832046
Q99JY3,ctrl,5.101302878,0.70768111,P62858,iso,5.814310237,0.764498201
Q9Z0F7,ctrl,5.101302878,0.70768111,O35593,iso,5.826235022,0.765387999
P39061,ctrl,5.099032497,0.70748778,Q61598,iso,5.826235022,0.765387999
Q3ULF4,ctrl,5.099032497,0.70748778,Q8C3X8,iso,5.838208822,0.766279625
Q91VI7,ctrl,5.099032497,0.70748778,Q8R3B1,iso,5.838208822,0.766279625
Q91XD2,ctrl,5.099032497,0.70748778,Q91YI0,iso,5.847270845,0.766953211
Q9CRB6,ctrl,5.089859016,0.706705753,Q9D7X3,iso,5.850281316,0.76717675
Q9Z2U0,ctrl,5.089859016,0.706705753,Q99JI6,iso,5.856311565,0.767624174
Q9CXV1,ctrl,5.078484988,0.705734173,Q9WTL7,iso,5.868409436,0.768520407
P12382,ctrl,5.071684939,0.705152267,Q9EQH3,iso,5.883602246,0.769643305
P61014,ctrl,5.06716168,0.704764762,O70433,iso,5.89275575,0.77031844
Q9JIF9,ctrl,5.06716168,0.704764762,P62259,iso,5.89275575,0.77031844
Q9WVL3,ctrl,5.062646483,0.704377602,Q8JZN7,iso,5.89275575,0.77031844
P37040,ctrl,5.058139325,0.703990788,Q99JR5,iso,5.89275575,0.77031844
P47955,ctrl,5.040190662,0.702446965,Q99JW2,iso,5.89275575,0.77031844
Q8BP47,ctrl,5.026776081,0.70128954,Q9D7N9,iso,5.89581325,0.770543719
Q8VE97,ctrl,5.026776081,0.70128954,O54946,iso,5.898873925,0.770769114
Q91V41,ctrl,5.026776081,0.70128954,P29341,iso,5.901962906,0.770996476
Q9JKV1,ctrl,5.026776081,0.70128954,O35459,iso,5.905004818,0.771220256
Q9CWE0,ctrl,5.024571538,0.701099034,O88342,iso,5.920413235,0.772352021
O08528,ctrl,5.02013189,0.700715127,Q99L04,iso,5.923474201,0.772576501
Q9D8W5,ctrl,5.017915007,0.700523301,Q8BJY1,iso,5.923499511,0.772578357
O70591,ctrl,5.017896844,0.700521729,P10833,iso,5.929656363,0.773029526
G5E8K5,ctrl,5.013468978,0.700138332,Q8K3H0,iso,5.942110421,0.773940718
P27773,ctrl,5.013468978,0.700138332,Q9DCV7,iso,5.942110421,0.773940718
Q9R0Q7,ctrl,5.000232144,0.698990168,Q9CRD2,iso,5.948331565,0.774395168
Q07076,ctrl,4.995835385,0.69860812,P47757,iso,5.951421474,0.774620708
Q91VJ4,ctrl,4.991446352,0.698226408,P52480,iso,5.954540172,0.77484823
Q9D8S9,ctrl,4.98923677,0.698034114,Q8BH64,iso,5.954565749,0.774850095
P97494,ctrl,4.98269138,0.697463988,P54822,iso,5.960813014,0.775305499
O35593,ctrl,4.973967067,0.696702905,P84084,iso,5.960813014,0.775305499
P62204,ctrl,4.965255467,0.695941598,O70251,iso,5.967073402,0.77576138
Q60902,ctrl,4.95875507,0.695372658,Q8CI94,iso,5.968640555,0.775875425
O88492,ctrl,4.95225398,0.69480291,Q8VBW6,iso,5.973346954,0.776217741
Q505F5,ctrl,4.950096628,0.694613677,Q8BGK2,iso,5.97648868,0.776446101
O54962,ctrl,4.947941155,0.694424526,Q8VCT4,iso,5.979633711,0.776674582
Q811D0,ctrl,4.947941155,0.694424526,Q91Z49,iso,5.979633711,0.776674582
Q99KC8,ctrl,4.941485985,0.693857568,O88456,iso,5.985933716,0.777131903
Q8CGC7,ctrl,4.935047635,0.693291349,Q8K1M6,iso,5.985933716,0.777131903
Q8VHX6,ctrl,4.932905245,0.693102773,Q9JLJ2,iso,5.985933716,0.777131903
Q9DCT8,ctrl,4.926489222,0.692537537,O35083,iso,5.992247009,0.777589707
Q9JK42,ctrl,4.926489222,0.692537537,P26516,iso,5.998573634,0.778047994
Q8BZ52,ctrl,4.925421507,0.692443402,Q9D6K8,iso,5.998573634,0.778047994
P10126,ctrl,4.920072405,0.691971494,P37804,iso,5.99859959,0.778049874
O08585,ctrl,4.905187784,0.690655638,Q9EP69,iso,6.004913632,0.778506765
P47857,ctrl,4.892515832,0.68953224,P35700,iso,6.017633919,0.779425764
Q9CXI5,ctrl,4.890410203,0.689345289,P50516,iso,6.017633919,0.779425764
O88685,ctrl,4.888306386,0.689158418,Q9Z1Q2,iso,6.017633919,0.779425764
P51660,ctrl,4.888306386,0.689158418,Q9CVB6,iso,6.030460676,0.78035049
Q6ZWV3,ctrl,4.884104176,0.688784919,P62274,iso,6.033636523,0.780579144
P26039,ctrl,4.871540785,0.687666343,P61982,iso,6.033662783,0.780581034
Q9WV55,ctrl,4.871540785,0.687666343,Q9ES46,iso,6.036868293,0.780811701
Q9Z1T1,ctrl,4.871540785,0.687666343,P48787,iso,6.062635511,0.782661459
P18872,ctrl,4.859041861,0.686550641,P50752,iso,6.069111721,0.783125132
P35585,ctrl,4.854889794,0.686179376,Q6TCG2,iso,6.072355018,0.783357154
Q8VEH6,ctrl,4.846573023,0.685434761,O08638,iso,6.088623636,0.784519129
Q9WUZ7,ctrl,4.846573023,0.685434761,Q91YJ5,iso,6.098453544,0.78521972
P09055,ctrl,4.842459143,0.685065965,Q9CZJ2,iso,6.101701428,0.785450953
Q9Z2Y3,ctrl,4.838318469,0.684694451,Q8K4G5,iso,6.1115467,0.786151135
Q8K2C9,ctrl,4.830091986,0.683955402,Q8R010,iso,6.114862494,0.786386695
Q8C0M9,ctrl,4.813722659,0.682481065,P62855,iso,6.121477856,0.786856283
P97493,ctrl,4.805579532,0.681745769,Q8R2Z5,iso,6.121477856,0.786856283
Q61937,ctrl,4.805579532,0.681745769,P97352,iso,6.128080458,0.787324459
Q9CXW2,ctrl,4.805579532,0.681745769,Q64737,iso,6.128080458,0.787324459
Q9JKF1,ctrl,4.801518291,0.681378588,P45591,iso,6.141328483,0.788262327
Q6PHZ2,ctrl,4.795422697,0.680826894,P97494,iso,6.141328483,0.788262327
Q62465,ctrl,4.793416369,0.680645155,Q8BH69,iso,6.141328483,0.788262327
Q61033,ctrl,4.793399794,0.680643653,Q9QUR6,iso,6.144622209,0.788495186
Q9D0E1,ctrl,4.781281639,0.679544326,Q3UM45,iso,6.154633913,0.789202226
O88545,ctrl,4.773247809,0.678813982,Q8BJ03,iso,6.167997122,0.790144162
P10852,ctrl,4.773247809,0.678813982,Q8R0P4,iso,6.167997122,0.790144162
P24547,ctrl,4.773247809,0.678813982,P09541,iso,6.174700511,0.790615898
P97379,ctrl,4.765240931,0.678084863,Q61733,iso,6.174700511,0.790615898
Q6PDM2,ctrl,4.765240931,0.678084863,P62849,iso,6.181418486,0.791088147
Q9D967,ctrl,4.765240931,0.678084863,Q8CC21,iso,6.181418486,0.791088147
Q9QZ06,ctrl,4.765240931,0.678084863,Q9EPL9,iso,6.181418486,0.791088147
Q5FW53,ctrl,4.75726087,0.677356967,O08997,iso,6.181446049,0.791090083
O88587,ctrl,4.749307492,0.676630289,P62880,iso,6.181446049,0.791090083
Q921L3,ctrl,4.745340767,0.676267405,Q99M87,iso,6.201660409,0.792507981
Q9JJU8,ctrl,4.741380663,0.675904824,Q9EPB4,iso,6.210161542,0.793102897
Q9R1P0,ctrl,4.741380663,0.675904824,P62264,iso,6.2152567,0.79345907
P54775,ctrl,4.739386886,0.675722163,Q8C1A5,iso,6.2152567,0.79345907
Q61553,ctrl,4.739386886,0.675722163,Q9D7H3,iso,6.215284565,0.793461017
Q3TC93,ctrl,4.733464089,0.675179087,Q9D517,iso,6.222091189,0.793936372
P62077,ctrl,4.733447926,0.675177604,P07356,iso,6.228912738,0.794412247
Q9CQR6,ctrl,4.725573906,0.67445456,Q8R4S0,iso,6.228912738,0.794412247
Q62261,ctrl,4.721646712,0.674093489,Q9CR59,iso,6.270158218,0.7972785
Q8BH61,ctrl,4.717742094,0.673734196,Q9D1H8,iso,6.270158218,0.7972785
P97371,ctrl,4.717726039,0.673732718,Q3URD3,iso,6.277085629,0.797758053
Q9R0M4,ctrl,4.717726039,0.673732718,Q99PT1,iso,6.278819874,0.797878024
O88543,ctrl,4.713811872,0.673372246,Q8CC86,iso,6.284028363,0.798238137
Q03958,ctrl,4.707952785,0.672832099,Q8BT51,iso,6.290986473,0.798718751
Q9QYG0,ctrl,4.702108245,0.672292623,Q9JJV2,iso,6.290986473,0.798718751
P35564,ctrl,4.69433806,0.671574362,Q3TMP8,iso,6.304949021,0.799681579
Q9D1Q6,ctrl,4.686577669,0.670855819,Q9Z2W0,iso,6.312011042,0.80016775
Q8BUE4,ctrl,4.678842894,0.670138463,P0C605,iso,6.315519216,0.800409061
Q9D710,ctrl,4.678842894,0.670138463,Q8VCL2,iso,6.326038309,0.801131818
P42225,ctrl,4.671149348,0.669423753,Q9Z0S1,iso,6.327828597,0.801254707
Q3TMP8,ctrl,4.663481061,0.668710217,P23242,iso,6.340157058,0.802100016
Q69ZP3,ctrl,4.65583791,0.667997852,O88844,iso,6.354368095,0.803072369
O54950,ctrl,4.644420044,0.666931491,P47740,iso,6.361482935,0.803558366
Q3UPL0,ctrl,4.644404484,0.666930036,Q9DCS2,iso,6.361482935,0.803558366
Q8BG67,ctrl,4.640626523,0.666576618,Q9CWG8,iso,6.368613725,0.804044908
Q6ZPR5,ctrl,4.633058042,0.665867741,Q60676,iso,6.375760519,0.804531996
Q8K1N1,ctrl,4.633058042,0.665867741,Q8K183,iso,6.375760519,0.804531996
Q8K010,ctrl,4.61421369,0.664097703,Q8K2I3,iso,6.375760519,0.804531996
Q99P30,ctrl,4.612340752,0.663921385,Q9DBJ1,iso,6.393697877,0.805752111
P61087,ctrl,4.610469334,0.663745138,Q9CXW2,iso,6.40450882,0.806485828
Q9D1X0,ctrl,4.602998822,0.663040864,Q9CY73,iso,6.40450882,0.806485828
P35235,ctrl,4.599272637,0.662689155,Q9DCB8,iso,6.411795759,0.80697968
Q6URW6,ctrl,4.593694657,0.662162124,Q5I1X5,iso,6.426300336,0.807961019
Q8R1Q8,ctrl,4.591838336,0.66198659,Q9CZN8,iso,6.426300336,0.807961019
Q9JIS8,ctrl,4.591838336,0.66198659,Q9JHK4,iso,6.426300336,0.807961019
Q7TMY8,ctrl,4.577041604,0.66058486,Q8VDT9,iso,6.433547404,0.808450505
Q9CQB5,ctrl,4.565976408,0.659533663,Q8VCM8,iso,6.440870685,0.80894458
Q99KJ8,ctrl,4.558649273,0.65883618,Q9WUB3,iso,6.455507256,0.809930374
Q9Z0E6,ctrl,4.554994517,0.658487858,Q99LC8,iso,6.492391377,0.812404692
P31428,ctrl,4.544065325,0.657444566,P63325,iso,6.50726331,0.81339838
P84091,ctrl,4.544065325,0.657444566,Q9QXS1,iso,6.511022526,0.813649198
P21956,ctrl,4.536808287,0.656750428,P32921,iso,6.514755472,0.813898119
Q8BPB5,ctrl,4.536808287,0.656750428,P47911,iso,6.514786087,0.81390016
Q7TMK9,ctrl,4.53679344,0.656749006,Q91V76,iso,6.522264905,0.814398434
Q9JHU4,ctrl,4.533188454,0.656403774,P50396,iso,6.52410659,0.814521048
P35123,ctrl,4.529574392,0.656057397,Q63918,iso,6.526010757,0.814647785
Q8JZQ9,ctrl,4.529574392,0.656057397,Q9D967,iso,6.527885297,0.814772515
P80317,ctrl,4.527754734,0.655882893,Q68FH4,iso,6.529760914,0.81489728
Q9JLC8,ctrl,4.522348777,0.655364053,O09061,iso,6.537274173,0.8153967
Q9JLN9,ctrl,4.515146177,0.654671815,P13707,iso,6.537274173,0.8153967
Q62523,ctrl,4.50978494,0.654155832,Q9EPX2,iso,6.544804741,0.815896694
P50136,ctrl,4.507981143,0.653982091,P58771,iso,6.55232171,0.816395213
O35382,ctrl,4.493719079,0.652605919,Q9CPW9,iso,6.559918047,0.816898414
Q93092,ctrl,4.490167653,0.652262557,Q91XD6,iso,6.563707286,0.817149205
P57780,ctrl,4.486621835,0.651919466,Q05BC3,iso,6.567500905,0.817400141
P14602,ctrl,4.474255453,0.650720776,Q99N95,iso,6.567500905,0.817400141
O54890,ctrl,4.47249439,0.650549804,O88531,iso,6.582719335,0.818405339
P99027,ctrl,4.465435211,0.649863793,P62843,iso,6.582719335,0.818405339
P14211,ctrl,4.463695455,0.649694556,Q8R2G4,iso,6.582719335,0.818405339
P57776,ctrl,4.461928332,0.64952259,P15116,iso,6.590355029,0.818908811
P68254,ctrl,4.457566805,0.649097861,Q9CPS6,iso,6.601873282,0.819667184
Q6PAV2,ctrl,4.454931073,0.648840989,Q80YV4,iso,6.613368768,0.82042274
O54879,ctrl,4.451440667,0.648500589,Q03249,iso,6.628864157,0.821439119
P61759,ctrl,4.451440667,0.648500589,Q9Z2M7,iso,6.632701755,0.821690469
P53810,ctrl,4.444476237,0.647820589,P62743,iso,6.644368637,0.82245372
P08113,ctrl,4.437533566,0.647141651,Q9CQN3,iso,6.654063882,0.823086966
Q8BMK4,ctrl,4.437533566,0.647141651,P16045,iso,6.659945815,0.823470696
Q61316,ctrl,4.435801286,0.646972082,Q8VCT3,iso,6.659945815,0.823470696
Q68FL6,ctrl,4.434070358,0.64680258,P31001,iso,6.683449013,0.825000639
Q8VE88,ctrl,4.434070358,0.64680258,P54116,iso,6.683449013,0.825000639
Q9WTM5,ctrl,4.413375997,0.644770929,P63158,iso,6.68738235,0.825256155
Q9QXG4,ctrl,4.409950378,0.644433703,P68368,iso,6.699210188,0.826023604
Q61151,ctrl,4.406530073,0.644096738,Q9CPR4,iso,6.699242562,0.826025703
Q8BLF1,ctrl,4.406530073,0.644096738,P51410,iso,6.71107994,0.826792412
Q8R5J9,ctrl,4.40311507,0.643760035,Q8C0C7,iso,6.715045877,0.827048984
Q6IRU2,ctrl,4.396300918,0.643087411,Q8K1J6,iso,6.722991829,0.827562583
Q3UIZ8,ctrl,4.389507824,0.642415828,Q9CZX8,iso,6.730956608,0.828076791
Q6PEB6,ctrl,4.382735692,0.641745281,O35682,iso,6.742972023,0.828851358
Q91YN9,ctrl,4.382735692,0.641745281,Q6ZQ38,iso,6.747008591,0.829111263
P05977,ctrl,4.379343621,0.641409023,Q7TPR4,iso,6.747008591,0.829111263
P80315,ctrl,4.37260279,0.640740028,Q05793,iso,6.751017118,0.829369209
P55096,ctrl,4.365868929,0.640070693,Q91W89,iso,6.754997496,0.829625192
Q9DBG5,ctrl,4.355841153,0.639072034,Q9CQS4,iso,6.763071329,0.830143968
Q68EF0,ctrl,4.355827466,0.639070669,O09172,iso,6.779210733,0.831179134
Q6P6L0,ctrl,4.355827466,0.639070669,Q9ES83,iso,6.779210733,0.831179134
Q8BUV3,ctrl,4.34915878,0.638405263,Q80X85,iso,6.787309355,0.831697644
P42932,ctrl,4.342510482,0.637740875,Q6P5F9,iso,6.791365927,0.831957131
P26043,ctrl,4.339193949,0.637409062,Q99KK9,iso,6.791399197,0.831959259
O89053,ctrl,4.335882478,0.637077502,Q9ER35,iso,6.79542735,0.832216774
Q99JB8,ctrl,4.335882478,0.637077502,Q9WVK4,iso,6.79542735,0.832216774
P29758,ctrl,4.330911207,0.63657928,P48774,iso,6.807640819,0.832996634
Q8C878,ctrl,4.330911207,0.63657928,Q8R016,iso,6.815807551,0.833517319
P11499,ctrl,4.327612362,0.636248353,Q8CCK0,iso,6.828094456,0.83429952
Q8VIJ6,ctrl,4.327612362,0.636248353,P62962,iso,6.836310365,0.834821771
Q9Z1N5,ctrl,4.322660026,0.63575108,Q9D0I6,iso,6.844546071,0.835344651
Q8BZJ7,ctrl,4.319373734,0.635420783,Q9WV92,iso,6.844546071,0.835344651
Q61035,ctrl,4.316092434,0.635090737,Q9Z210,iso,6.844546071,0.835344651
Q78JE5,ctrl,4.316092434,0.635090737,Q61234,iso,6.846641912,0.835477614
Q60710,ctrl,4.312816116,0.634760942,P62852,iso,6.852869394,0.835872455
P20029,ctrl,4.309544768,0.634431397,Q9DCN2,iso,6.852869394,0.835872455
Q91YR1,ctrl,4.309544768,0.634431397,Q8K3C3,iso,6.857004734,0.836134449
Q61599,ctrl,4.307910955,0.634266718,Q9QVP4,iso,6.869440756,0.836921382
Q8VEE1,ctrl,4.306291756,0.63410345,P62631,iso,6.877756527,0.837446798
Q99P72,ctrl,4.30627838,0.634102101,Q8QZR5,iso,6.886092456,0.837972849
P01867,ctrl,4.303016939,0.633773056,P47753,iso,6.890233757,0.838233956
P57759,ctrl,4.303016939,0.633773056,P59325,iso,6.894448617,0.838499539
Q9ES46,ctrl,4.296495539,0.633114365,Q05816,iso,6.915428013,0.839819065
Q63844,ctrl,4.283538332,0.631802658,Q9WTI7,iso,6.915428013,0.839819065
Q9JMC3,ctrl,4.283538332,0.631802658,P06801,iso,6.928077048,0.840612709
Q9CQE8,ctrl,4.280324449,0.63147669,Q8BTZ7,iso,6.936535476,0.841142612
Q9CX56,ctrl,4.26423528,0.629841159,Q9Z2Y8,iso,6.936535476,0.841142612
Q99KQ4,ctrl,4.257843891,0.629189734,P61804,iso,6.945014584,0.841673162
P51410,ctrl,4.251471633,0.628539286,O89112,iso,6.949296752,0.841940857
Q8VDM4,ctrl,4.248279632,0.628213095,Q9D1B9,iso,6.953514446,0.842204361
P14685,ctrl,4.240365956,0.627403339,Q8BZW8,iso,6.955677564,0.842339442
P56565,ctrl,4.240352985,0.627402011,P47754,iso,7.005024564,0.845409663
Q62418,ctrl,4.240352985,0.627402011,Q8VDP6,iso,7.013672042,0.845945454
O35074,ctrl,4.238784165,0.627241303,P62702,iso,7.018003792,0.846213599
P63242,ctrl,4.238784165,0.627241303,Q9D892,iso,7.018003792,0.846213599
Q9JMA1,ctrl,4.232442942,0.626591112,Q9DCU6,iso,7.031031207,0.847019026
P46638,ctrl,4.226159313,0.625945865,Q11011,iso,7.035384434,0.847287834
A2A8U2,ctrl,4.22614643,0.625944541,P15532,iso,7.039778802,0.847559013
Q9Z1W9,ctrl,4.216736711,0.624976485,Q8R238,iso,7.048476516,0.848095257
Q6P5E4,ctrl,4.213609443,0.624654279,Q9Z1Q9,iso,7.068242294,0.849311428
P80318,ctrl,4.201146618,0.623367839,P21956,iso,7.07044133,0.849446523
O08579,ctrl,4.194942812,0.622726045,Q91V64,iso,7.079215023,0.849985104
O54984,ctrl,4.191835099,0.62240419,P14131,iso,7.092543468,0.850802006
P23927,ctrl,4.182564765,0.621442675,P59999,iso,7.096936889,0.851070943
Q9Z2C5,ctrl,4.176415676,0.620803717,P12970,iso,7.110295744,0.851887665
P51163,ctrl,4.174881228,0.620644125,Q8BZF8,iso,7.112521028,0.852023563
P47941,ctrl,4.165698166,0.619687799,P50462,iso,7.114747707,0.852159504
Q60936,ctrl,4.162646115,0.619369491,P21981,iso,7.128100457,0.852973812
P53612,ctrl,4.156555412,0.618733575,P62830,iso,7.128137108,0.852976045
Q91Z83,ctrl,4.15503552,0.618574741,Q9CZM2,iso,7.132611448,0.853248566
Q9ER00,ctrl,4.15503552,0.618574741,Q62165,iso,7.134850726,0.853384891
Q7M6Y3,ctrl,4.151999069,0.618257247,Q9CXI0,iso,7.137054665,0.853519023
Q9R069,ctrl,4.151999069,0.618257247,P56501,iso,7.141577001,0.853794123
Q9CQM9,ctrl,4.14593946,0.617622956,P16125,iso,7.146068235,0.854067159
Q9WU28,ctrl,4.144414931,0.61746323,P98203,iso,7.146068235,0.854067159
P70414,ctrl,4.133848497,0.616354556,P23492,iso,7.150565121,0.854340366
P54726,ctrl,4.127841714,0.615723035,Q99MQ4,iso,7.150565121,0.854340366
P62821,ctrl,4.124844864,0.615407619,P27612,iso,7.164126824,0.855163265
Q8K2I1,ctrl,4.124844864,0.615407619,P35979,iso,7.17766574,0.85598323
O08788,ctrl,4.121852362,0.615092432,P58774,iso,7.182202495,0.856257645
Q91VR5,ctrl,4.121852362,0.615092432,Q9DCA2,iso,7.182202495,0.856257645
Q99JI4,ctrl,4.118864199,0.614777473,P97351,iso,7.19129323,0.856806998
Q80VP1,ctrl,4.103988138,0.613206097,Q99N93,iso,7.19129323,0.856806998
Q5FWK3,ctrl,4.101013679,0.612891218,P17742,iso,7.191330534,0.856809251
Q9DCG9,ctrl,4.101001548,0.612889933,P55264,iso,7.200407007,0.857357046
Q8BHG2,ctrl,4.098055643,0.612577851,O55222,iso,7.227962841,0.859015911
O89103,ctrl,4.098043529,0.612576567,Q9JII6,iso,7.227962841,0.859015911
P46471,ctrl,4.092140275,0.611950513,Q62407,iso,7.23482815,0.85942822
P80313,ctrl,4.082583677,0.610935095,P28271,iso,7.241782172,0.859845457
P70670,ctrl,4.078919937,0.610545181,P14824,iso,7.246400365,0.860122325
Q9D6K5,ctrl,4.075993676,0.610233502,Q61171,iso,7.251024453,0.86039937
Q9WU78,ctrl,4.074532119,0.610077746,Q8VE22,iso,7.255654446,0.860676591
Q6PDI5,ctrl,4.071612149,0.609766402,P23506,iso,7.264932193,0.861231565
P12815,ctrl,4.06869636,0.60945528,P60603,iso,7.264932193,0.861231565
Q9Z2U1,ctrl,4.06869636,0.60945528,Q99N94,iso,7.264932193,0.861231565
Q61233,ctrl,4.051265273,0.607590681,Q9DC71,iso,7.274233697,0.861787249
Q80U93,ctrl,4.051265273,0.607590681,Q7TSQ8,iso,7.31167912,0.864017124
P36993,ctrl,4.049833224,0.607437139,P22315,iso,7.316386922,0.864296665
Q9QZQ1,ctrl,4.048390365,0.607282383,Q9DBL1,iso,7.316386922,0.864296665
P56812,ctrl,4.045495924,0.606971768,Q9WV55,iso,7.323460002,0.864716314
Q8BVQ5,ctrl,4.036872645,0.606045048,Q61133,iso,7.335317723,0.86541893
Q8BRT1,ctrl,4.02828605,0.605120302,Q9CR57,iso,7.36865405,0.867388167
O35678,ctrl,4.026858501,0.604966369,Q9D2V7,iso,7.382977814,0.868231563
Q8R010,ctrl,4.011210373,0.60327544,Q8R2Y8,iso,7.397436319,0.869081235
Q6ZQ73,ctrl,3.999902941,0.602049453,Q9CWJ9,iso,7.397436319,0.869081235
P18760,ctrl,3.997088918,0.60174381,P16858,iso,7.402255239,0.869364056
Q9CQ80,ctrl,3.988670556,0.600828167,Q61160,iso,7.404667054,0.869505536
Q6P8X1,ctrl,3.983077987,0.60021881,Q9CQV7,iso,7.407080441,0.869647061
Q9JLV5,ctrl,3.983077987,0.60021881,Q9Z2I8,iso,7.407080441,0.869647061
Q9QUM0,ctrl,3.983077987,0.60021881,Q8K2Y7,iso,7.411911937,0.869930251
Q9R013,ctrl,3.983077987,0.60021881,Q3TJD7,iso,7.426444319,0.870780929
