mouse_group,half_life,condition,,,,,,,,,,,,,,,,,,,,,,,
FVB,6.55235268,ISO,,,,,,,,,,,,,,,,,,,,,,,
FVB,25.23931037,ISO,,,,,,,,,,,,,,,,,,,,,,,
FVB,#N/A,ISO,,,,,,,,,,,,,,,,,,,,,,,
FVB,26.39856726,ISO,,,,,,,,,,,,,,,,,,,,,,,
FVB,23.69895995,ISO,,,,,,,,,,,,,,,,,,,,,,,
FVB,9.205264088,ISO,,,,,,,,,,,,,,,,,,,,,,,
FVB,12.19556585,ISO,,,,,,,,,,,,,,,,,,,,,,,
FVB,#N/A,ISO,,,,,,,,,,,,,,,,,,,,,,,
FVB,#N/A,ISO,,,,,,,,,,,,,,,,,,,,,,,
FVB,26.59914734,ISO,,,,,,,,,,,,,,,,,,,,,,,
FVB,24.35941594,ISO,,,,,,,,,,,,,,,,,,,,,,,
FVB,20.45466346,ISO,,,,,,,,,,,,,,,,,,,,,,,
FVB,#N/A,ISO,,,,,,,,,,,,,,,,,,,,,,,
